id	status	score	schema	table	rows	name_cols	kind	has_id	has_state	bridge_to	tags	look_for	charts	traps	hunt_trap	found	finding_ids	by	date
N:ECONOMICS__FED_IRS_REVOCATION	untouched	4.0	ECONOMICS	ECONOMICS__FED_IRS_REVOCATION	1206627	LEGAL_NAME, DBA_NAME, ADDRESS	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision ein-and-cik-width-mismatch reach-is-not-a-usable-join					
N:ENERGY__FED_EIA861_SERVICE_TERRITORY	untouched	4.0	ENERGY	ENERGY__FED_EIA861_SERVICE_TERRITORY	11775	UTILITY_NAME	organizations	no	yes	FED_EIA860_3_1_GENERATOR, FED_EIA860_2_PLANT, FED_EIA860_3_3_SOLAR, FED_EIA860_1_UTILITY, FED_EIA860_6_2_ENVIROEQUIP +145	MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES	untouched	4.0	ENVIRONMENT	ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES	1213737	FACILITY_NAME, LOCATION_ADDRESS, SUPPLEMENTAL_ADDRESS_TEXT	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (NPDES_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one LOCATION_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:HEALTH__FED_IHS_SCB_FACILITY	untouched	4.0	HEALTH	HEALTH__FED_IHS_SCB_FACILITY	8733	FACILITY_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_CMS_NURSING_HOME_DEFICIENCIES, FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES +145	OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:REFERENCE__FED_ITIS_LONGNAMES	untouched	4.0	REFERENCE	REFERENCE__FED_ITIS_LONGNAMES	993346	COMPLETE_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_EPA_FRS_FACILITIES +145	REFERENCE	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:REFERENCE__FED_ITIS_TAXONOMIC_UNITS	untouched	4.0	REFERENCE	REFERENCE__FED_ITIS_TAXONOMIC_UNITS	993346	NAME_USAGE, COMPLETE_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_EPA_FRS_FACILITIES +145	REFERENCE	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENERGY__FED_EIA860_3_3_SOLAR	untouched	3.9	ENERGY	ENERGY__FED_EIA860_3_3_SOLAR	7154	UTILITY_NAME, PLANT_NAME, SECTOR_NAME	organizations	yes	yes		MAP OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIA_PLANT_ID, EIA_UTILITY_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:HEALTH__FED_CMS_HOSPITAL_COMPARE	untouched	3.9	HEALTH	HEALTH__FED_CMS_HOSPITAL_COMPARE	5432	FACILITY_NAME, ADDRESS	organizations	no	yes	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_CMS_NURSING_HOME_DEFICIENCIES, FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES +145	MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:HEALTH__FED_CMS_PENDING_INITIAL_LOGGING_AND_TRACKING_NON_PHYSICIANS	untouched	3.9	HEALTH	HEALTH__FED_CMS_PENDING_INITIAL_LOGGING_AND_TRACKING_NON_PHYSICIANS	6880	LAST_NAME, FIRST_NAME	people	yes	no		PEOPLE	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (NPI); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:HEALTH__FED_CMS_PENDING_INITIAL_LOGGING_AND_TRACKING_PHYSICIANS	untouched	3.9	HEALTH	HEALTH__FED_CMS_PENDING_INITIAL_LOGGING_AND_TRACKING_PHYSICIANS	7240	LAST_NAME, FIRST_NAME	people	yes	no		PEOPLE	who repeats: the people named most often, and how many rows each :: ranked bar | already has an ID (NPI); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:HEALTH__FED_FDA_DEVICE_CLASSIFICATION	untouched	3.9	HEALTH	HEALTH__FED_FDA_DEVICE_CLASSIFICATION	7087	DEVICE_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_CMS_NURSING_HOME_DEFICIENCIES, FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES +145	TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:POLITICS__FED_EAC_EAVS	untouched	3.9	POLITICS	POLITICS__FED_EAC_EAVS	6460	JURISDICTION_NAME	organizations	no	yes	FED_FCC_LICENSING, FED_GOVINFO_BILL_COSPONSORS, BILL_COSPONSORS, IRS527_DIRECTORS_OFFICERS, IRS527_8871_ORGS +145	MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENERGY__FED_EIA860_6_2_ENVIROEQUIP	untouched	3.8	ENERGY	ENERGY__FED_EIA860_6_2_ENVIROEQUIP	4428	UTILITY_NAME, PLANT_NAME	organizations	yes	yes		MAP OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIA_PLANT_ID, EIA_UTILITY_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:OPEN_DATA__INTL_AR_DATOSGOB	untouched	3.8	OPEN_DATA	OPEN_DATA__INTL_AR_DATOSGOB	3556	C_ORGANIZATION	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_EPA_FRS_FACILITIES +145	TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:POLITICS__FED_MEDSL_PRESIDENT_RETURNS	untouched	3.8	POLITICS	POLITICS__FED_MEDSL_PRESIDENT_RETURNS	3740	CANDIDATE_NAME	organizations	no	yes	FED_FCC_LICENSING, FED_GOVINFO_BILL_COSPONSORS, BILL_COSPONSORS, IRS527_DIRECTORS_OFFICERS, IRS527_8871_ORGS +145	MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:POLITICS__FJC_SCOTUS_CROSSWALK	untouched	3.8	POLITICS	POLITICS__FJC_SCOTUS_CROSSWALK	40	FJC_LAST_NAME	people	no	no	MEMBER_CROSSWALK, FED_CONGRESS_LEGISLATORS, FED_FEC_API, FED_FEC_INDIV_CONTRIBUTIONS, FED_USASPENDING_ASSISTANCE_FULL +42	PEOPLE	who repeats: the people named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of people on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND	untouched	3.7	EDUCATION	EDUCATION__FED_GOOGLE_POLADS_ADVERTISER_WEEKLY_SPEND	298884	ADVERTISER_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_EPA_FRS_FACILITIES +145		who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENERGY__FED_EIA860_3_5_MULTIFUEL	untouched	3.7	ENERGY	ENERGY__FED_EIA860_3_5_MULTIFUEL	2893	UTILITY_NAME, PLANT_NAME, SECTOR_NAME	organizations	yes	yes		MAP OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIA_PLANT_ID, EIA_UTILITY_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:ENERGY__FED_EIA861_ADVANCED_METERS	untouched	3.7	ENERGY	ENERGY__FED_EIA861_ADVANCED_METERS	2725	UTILITY_NAME	organizations	no	yes	FED_EIA860_3_1_GENERATOR, FED_EIA860_2_PLANT, FED_EIA860_3_3_SOLAR, FED_EIA860_1_UTILITY, FED_EIA860_6_2_ENVIROEQUIP +145	MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENVIRONMENT__FED_USGS_WBD_HUC8	untouched	3.7	ENVIRONMENT	ENVIRONMENT__FED_USGS_WBD_HUC8	2456	WATERSHED_NAME	organizations	no	no	FED_EPA_FRS_FACILITIES, FED_EPA_FRS_FRS_PROGRAM_LINKS, FED_EPA_FRS_FRS_FACILITIES, FED_EPA_ECHO, FED_EPA_NPDES_ICIS_FACILITIES +145	MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES	untouched	3.7	FINANCE	FINANCE__FED_EPA_ICIS_FEC_CASE_FACILITIES	204019	FACILITY_NAME, LOCATION_ADDRESS	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (FRS_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one LOCATION_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
N:FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES	untouched	3.7	FINANCE	FINANCE__FED_FEC_INDEPENDENT_EXPENDITURES	276183	CAND_NAME	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (FEC_CAND_ID, FEC_CMTE_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:FINANCE__FED_NCUA_CHARTER_MERGER_EVENTS	untouched	3.7	FINANCE	FINANCE__FED_NCUA_CHARTER_MERGER_EVENTS	27	CONTINUING_NAME, MERGING_CREDIT_UNION_NAME	organizations	yes	no		MONEY	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (NCUA_CHARTER); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision					
N:HEALTH__FED_FDA_PURPLE_BOOK	untouched	3.7	HEALTH	HEALTH__FED_FDA_PURPLE_BOOK	2228	APPLICANT, PROPER_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_CMS_NURSING_HOME_DEFICIENCIES, FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES +145	OUTCOME	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENERGY__FED_EIA861_DISTRIBUTION_SYSTEMS	untouched	3.6	ENERGY	ENERGY__FED_EIA861_DISTRIBUTION_SYSTEMS	1353	UTILITY_NAME	organizations	no	yes	FED_EIA860_3_1_GENERATOR, FED_EIA860_2_PLANT, FED_EIA860_3_3_SOLAR, FED_EIA860_1_UTILITY, FED_EIA860_6_2_ENVIROEQUIP +145	MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:HEALTH__FED_FDA_UNII_GSRS_SUBSTANCES	untouched	3.6	HEALTH	HEALTH__FED_FDA_UNII_GSRS_SUBSTANCES	168046	DISPLAY_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_CMS_NURSING_HOME_DEFICIENCIES, FED_CMS_NURSING_HOME_FIRE_DEFICIENCIES +145		who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:POLITICS__IRS527_DIRECTORS_OFFICERS	untouched	3.6	POLITICS	POLITICS__IRS527_DIRECTORS_OFFICERS	189593	ORG_NAME, ENTITY_NAME	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision ein-and-cik-width-mismatch reach-is-not-a-usable-join					
N:ENERGY__FED_EIA861_DYNAMIC_PRICING	untouched	3.5	ENERGY	ENERGY__FED_EIA861_DYNAMIC_PRICING	857	UTILITY_NAME	organizations	no	yes	FED_EIA860_3_1_GENERATOR, FED_EIA860_2_PLANT, FED_EIA860_3_3_SOLAR, FED_EIA860_1_UTILITY, FED_EIA860_6_2_ENVIROEQUIP +145	MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENERGY__FED_EIA861_NET_METERING	untouched	3.5	ENERGY	ENERGY__FED_EIA861_NET_METERING	1004	UTILITY_NAME	organizations	no	yes	FED_EIA860_3_1_GENERATOR, FED_EIA860_2_PLANT, FED_EIA860_3_3_SOLAR, FED_EIA860_1_UTILITY, FED_EIA860_6_2_ENVIROEQUIP +145	MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENERGY__FED_EIA861_RELIABILITY	untouched	3.5	ENERGY	ENERGY__FED_EIA861_RELIABILITY	971	UTILITY_NAME	organizations	no	yes	FED_EIA860_3_1_GENERATOR, FED_EIA860_2_PLANT, FED_EIA860_3_3_SOLAR, FED_EIA860_1_UTILITY, FED_EIA860_6_2_ENVIROEQUIP +145	MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:FINANCE__FED_MSRB_REGISTRANTS	untouched	3.5	FINANCE	FINANCE__FED_MSRB_REGISTRANTS	925	FIRM_NAME	organizations	no	yes	FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_FEC_COMMITTEE_TO_CANDIDATE, FED_FEC_INDEPENDENT_EXPENDITURES, FED_EPA_ICIS_FEC_CASE_FACILITIES, FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES +145	MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:REFERENCE__FED_ITIS_OTHER_SOURCES	untouched	3.5	REFERENCE	REFERENCE__FED_ITIS_OTHER_SOURCES	1071	SOURCE_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_EPA_FRS_FACILITIES +145	TEXT REFERENCE	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ECONOMICS__FED_IRS_990_EFILE_INDEX	untouched	3.4	ECONOMICS	ECONOMICS__FED_IRS_990_EFILE_INDEX	5544626	TAXPAYER_NAME	organizations	yes	no			who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision ein-and-cik-width-mismatch					
N:ENERGY__FED_EIA861_NON_NET_METERING_DISTRIBUTED	untouched	3.4	ENERGY	ENERGY__FED_EIA861_NON_NET_METERING_DISTRIBUTED	507	UTILITY_NAME	organizations	no	yes	FED_EIA860_3_1_GENERATOR, FED_EIA860_2_PLANT, FED_EIA860_3_3_SOLAR, FED_EIA860_1_UTILITY, FED_EIA860_6_2_ENVIROEQUIP +145	MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:ENVIRONMENT__FED_EPA_TRI_BASIC_2023	untouched	3.4	ENVIRONMENT	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	78647	C_4_FACILITY_NAME, C_15_PARENT_CO_NAME, C_17_STANDARD_PARENT_CO_NAME, C_18_FOREIGN_PARENT_CO_NAME, C_20_STANDARD_FOREIGN_PARENT_CO_NAME +1	organizations	yes	no		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (FRS_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one C_5_STREET_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision nursing-home-chow-flag-constant reach-is-not-a-usable-join					
N:ENVIRONMENT__FED_EPA_TRI_FACILITY	untouched	3.4	ENVIRONMENT	ENVIRONMENT__FED_EPA_TRI_FACILITY	64990	FACILITY_NAME, MAIL_NAME, PARENT_CO_NAME, STANDARDIZED_PARENT_COMPANY, FOREIGN_PARENT_CO_NAME +3	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (FRS_ID); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one STREET_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision nursing-home-chow-flag-constant reach-is-not-a-usable-join					
N:ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK	untouched	3.4	ENVIRONMENT	ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK	5300149	FACILITY_NAME, MATCHED_LEGAL_NAME, PARENT_LEGAL_NAME	organizations	yes	no			who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (CIK, FRS_ID, LEI, UEI); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision ein-and-cik-width-mismatch	PARENT_UEI is the recipient's own UEI, name-matched from CONTRACTS_FULL; land rates against it are circular				
N:FINANCE__FED_OCC_NATIONAL_BANKS	untouched	3.4	FINANCE	FINANCE__FED_OCC_NATIONAL_BANKS	724	NAME, ADDRESS_LOC	organizations	no	yes	FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_FEC_COMMITTEE_TO_CANDIDATE, FED_FEC_INDEPENDENT_EXPENDITURES, FED_EPA_ICIS_FEC_CASE_FACILITIES, FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES +145	MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name + state, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS_LOC, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:POLITICS__IRS527_8872_REPORTS	untouched	3.4	POLITICS	POLITICS__IRS527_8872_REPORTS	55579	ORGANIZATION_NAME, CUSTODIAN_NAME, CONTACT_NAME, EMAIL_ADDRESS	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one EMAIL_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision ein-and-cik-width-mismatch reach-is-not-a-usable-join					
N:POLITICS__IRS527_RELATED_ENTITIES	untouched	3.4	POLITICS	POLITICS__IRS527_RELATED_ENTITIES	64835	ORG_NAME, ENTITY_NAME	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (EIN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision ein-and-cik-width-mismatch reach-is-not-a-usable-join					
N:ECONOMICS__FED_US_SEC_EDGAR	untouched	3.3	ECONOMICS	ECONOMICS__FED_US_SEC_EDGAR	48984	ENTITY_NAME, BUSINESS_ADDRESS	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (CIK, EIN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one BUSINESS_ADDRESS, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision ein-and-cik-width-mismatch					
N:FINANCE__FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS	untouched	3.3	FINANCE	FINANCE__FED_SEC_INVESTMENT_COMPANY_SERIES_CLASS	43123	ENTITY_NAME, SERIES_NAME, CLASS_NAME, ADDRESS_1, ADDRESS_2	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (CIK); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network | shared addresses: many different names or IDs at one ADDRESS_1, like a P.O. box :: ranked bar | same address in another table: match on street plus ZIP, never street alone :: network	network ranked_bar table	crosstable-single-word-name-collision ein-and-cik-width-mismatch reach-is-not-a-usable-join					
N:GOVERNANCE__FED_REVOLVINGDOOR_PROJECT	untouched	3.3	GOVERNANCE	GOVERNANCE__FED_REVOLVINGDOOR_PROJECT	405	POSITION_NAME	organizations	no	no	FED_DEA_ARCOS, FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY, FED_CMS_MEDICARE_DIALYSIS_FACILITIES, FED_IRS527_SCHEDULE_B_EXPENDITURES, FED_EPA_FRS_FACILITIES +145	TEXT	who repeats: the organizations named most often, and how many rows each :: ranked bar | no ID: bridge to an ID table of organizations on name, two words minimum :: overlap bar | report the agreement rate on a second field before trusting any match :: table | the web: one name across many tables, and who sits next to whom :: network	network overlap_bar ranked_bar table	crosstable-single-word-name-collision					
N:HEALTH__FED_CMS_POS_OTHER	untouched	3.3	HEALTH	HEALTH__FED_CMS_POS_OTHER	44429	FAC_NAME	organizations	yes	yes		MAP	who repeats: the organizations named most often, and how many rows each :: ranked bar | already has an ID (CCN); use it, names only to check the join :: table | the web: one name across many tables, and who sits next to whom :: network	network ranked_bar table	crosstable-single-word-name-collision reach-is-not-a-usable-join					
