idea_id,bucket,source_ids,source_names,domain,title,idea,chart_shape,key_fields,join_key,time_axis,geo_grain,harm_angle,strength,rigor,caveat
V2271,cross,fed_eac_eavs|fed_hud_public_housing_authorities,EAVS|HUD public housing authorities,"elections, housing",Voting access where tenants live,"Counties with large subsidized-tenant populations against polling place counts, mail-ballot rates, and provisional ballot rates.","scatter, county dots",FIPSCODE|STATE_ABBR|county_fips|total_dwelling_units|pct_minority|pct_disabled_all,FIPS county,yes,county,Disabled and low-income tenants face the longest distance to the ballot.,medium,plausible-from-metadata,EAVS question codes must be decoded; county-level averaging hides precinct siting.
V2272,cross,fed_eac_eavs|xc_vera_incarceration_trends,EAVS|Vera Incarceration Trends,"elections, incarceration",Voting machinery in jail-heavy counties,County scatter of polling-place counts and registration volume per capita against the county incarceration rate.,"scatter, county dots",FIPSCODE|STATE_ABBR|county_fips|total_jail_pop_rate|black_pop_15to64,FIPS county,yes,county,Counties that cage the most people may also run the thinnest voting infrastructure.,medium,plausible-from-metadata,EAVS jurisdiction ids are not always county FIPS (New England towns); ecological.
V2273,cross,fed_medsl_senate_returns|fed_voteview_members,MEDSL Senate returns|Voteview member ideology,"elections, politics",Elected margin vs how they vote,"Winning margin in each Senate race against the senator's later ideology score, showing whether close races produce moderates.",scatter with fitted line,state_abbr|election_year|vote_share|candidate_name|BIOGUIDE|ICPSR|dim1,state + candidate name to bioguide,yes,state,"Tests whether competitive districts actually restrain extremism, or do not.",medium,plausible-from-metadata,Candidate-name to bioguide matching is fuzzy; a member crosswalk mart exists but its coverage is unverified.
V2274,cross,fed_eac_eavs|fed_bia_tribal_geo,EAVS|BIA tribal lands,"elections, tribal",Polling places on tribal land,Counties overlapping tribal lands compared with peer counties on polling places per registered voter and mail-ballot availability.,map plus paired bars,FIPSCODE|STATE_ABBR|fips|layer_name|area_sqmi|state,FIPS county,yes,county,Long drives to the only polling place are a quiet way to cut a community out of an election.,high,plausible-from-metadata,BIA layer is boundary metadata; overlap must be computed spatially and county-level averaging hides reservation interiors.
V2275,cross,fed_eia860_1_utility|fed_eia860_2_plant,FED_EIA860_1_UTILITY|FED_EIA860_2_PLANT,energy,Who owns the dirtiest fleets,"Utilities ranked by the number of their plants carrying unlined ash impoundments or single-pipeline dependency, naming the owners behind the risk.",ranked bars,utility_id|utility_name|entity_type|plant_code|ash_impoundment_lined|state,UTILITY_ID,no,state,Naming the parent utility is what turns a scattered set of hazardous sites into one accountable owner.,high,plausible-from-metadata,utility_id is documented as the utility key but a plant's reported utility may be the operator rather than the ultimate owner.
V2276,cross,fed_eia860_1_utility|fed_eia861_reliability|fed_fec_indiv_contributions,EIA utility directory|EIA reliability metrics|FEC contributions,energy,Outage minutes vs utility political money,"Scatter each utility's average customer outage duration against political contributions from its employees, by state.",scatter,utility id|utility name|state|SAIDI|SAIFI|year|employer|transaction_amt,utility name (name-match),yes,state,Customers sit in the dark while the utility funds the regulators' campaigns.,high,plausible-from-metadata,EIA marts are passthroughs with unverified column names; utility name matching to donor employers is lossy.
V2277,cross,fed_eia860_2_plant|fed_eia860_3_1_generator,FED_EIA860_2_PLANT|FED_EIA860_3_1_GENERATOR,energy,Retiring capacity next to ash ponds,"Map of plants with unlined ash impoundments sized by the capacity scheduled to retire, showing communities about to inherit an orphaned waste site.",map,plant_code|ash_impoundment_lined|ash_impoundment_status|planned_retirement_year|nameplate_capacity_mw|latitude|longitude,PLANT_CODE,yes,point,"When the plant closes the jobs go and the unlined ash pond stays, leaching into the same neighborhood.",high,plausible-from-metadata,plant_code is documented as the grain key in both models but the overlap rate is unverified; planned retirement is an intention.
V2278,cross,fed_eia860_2_plant|fed_epa_egrid_plant_2022|fed_senate_lda_filings,EIA plant directory|EPA eGRID plant emissions|Senate lobbying,energy,"Dirtiest plants, loudest owners","Map plants ranked by emissions rate, colored by whether the parent utility lobbies federally and how much.",map,plant id|plant name|owner|FIPS|LATLON|emissions rate|client_name|income,plant id + owner name,yes,point,The communities breathing the worst air live next to the plants with the best lobbyists.,high,plausible-from-metadata,The plant-to-owner-to-lobby-client chain is name-based; eGRID and EIA plant ids may not align in the marts.
V2279,cross,fed_eia861_net_metering|fed_eia861_sales_ult_cust,FED_EIA861_NET_METERING|FED_EIA861_SALES_ULT_CUST,energy,Solar Adoption Against Retail Price,"Scatter of residential rooftop installations per customer against residential price per MWh by utility, showing whether high prices drove adoption or whether some high-price utilities suppressed it.",scatter,residential_installations|residential_customers|residential_revenues_thousand_dollars|residential_sales_mwh|utility_number|data_year,utility_number,yes (data_year),state,"High-price territories with near-zero rooftop uptake are where the utility, not the economics, blocked the escape route.",high,plausible-from-metadata,Both need the same data_year filter; the sales table's service_type segmentation can double the denominator.
V2280,cross,fed_eia861_reliability|fed_eia861_advanced_meters,FED_EIA861_RELIABILITY|FED_EIA861_ADVANCED_METERS,energy,Smart Meters Did Not Fix Outages,"Scatter of AMI penetration against SAIDI by utility, testing whether the expensive metering rollout customers funded actually shortened outages.",scatter,total_ami_meters|total_total_meters|ieee_saidi_without_med_minutes|utility_number|data_year,utility_number,yes (data_year),state,"If the meters ratepayers financed bought no reliability, that spend was a transfer with no benefit back.",high,plausible-from-metadata,Both tables are utility-year grain but reporting populations may differ; unmatched utilities must not be dropped silently.
V2281,cross,fed_eia861_reliability|fed_eia861_sales_ult_cust,FED_EIA861_RELIABILITY|FED_EIA861_SALES_ULT_CUST,energy,Paying More For Worse Power,"Scatter of residential price per MWh against SAIDI outage minutes per utility, isolating the quadrant where customers pay the most and get the least reliable service.",scatter,ieee_saidi_without_med_minutes|residential_revenues_thousand_dollars|residential_sales_mwh|utility_number|data_year,utility_number,yes (data_year),state,The high-price high-outage quadrant names the utilities charging premium rates for third-rate service.,high,plausible-from-metadata,Requires utility_number to be a clean join key across both marts and matching data years; the sales table is segmented by service_type and must be filtered first.
V2282,cross,FED_EIA861_RELIABILITY|FED_EIA861_SALES_ULT_CUST,EIA-861 Reliability|EIA-861 Sales to Ultimate Customers,energy,Who sits in the dark the longest,"Rank utilities by average outage minutes per customer against average residential price, showing customers paying the most for the least reliable service.",scatter,utility_id|saidi_with_med|saifi_with_med|residential_revenue|residential_customers|state,EIA utility_id,yes,state,Some households pay top rates and still lose power for hours every year.,high,plausible-from-metadata,Both marts are passthroughs; reliability metric column names unverified.
V2283,cross,fed_eia861_service_territory|fed_eia861_reliability,FED_EIA861_SERVICE_TERRITORY|FED_EIA861_RELIABILITY,energy,Outage Minutes At County Grain,"Map at county grain of outage minutes attributed by joining utility reliability to the counties each utility serves, turning utility-level metrics into a geography people recognize.",map,county|state|utility_number|ieee_saidi_without_med_minutes|ieee_number_of_customers|data_year,utility_number,yes (data_year),county,County-level outage burden is the form in which a reader can see their own home on the map.,high,plausible-from-metadata,"Counties served by several utilities need customer-weighted blending, and county names lack FIPS codes in the territory table."
V2284,cross,fed_epa_egrid_plant_2022|FED_EIA860_2_PLANT,EPA eGRID Plant|EIA-860 Plant,energy,Who owns the dirtiest plants,"Roll emissions per megawatt-hour up to the utility and parent owner, ranked, with each utility's plant fleet shown as stacked segments.",ranked bars,doe_eia_oris_plant_or_facility_code|utility_id|utility_name|plant_annual_co2_total_output_emission_rate_lb_mwh|plant_state_abbreviation|plant_id|owner_name,EIA plant code / utility_id,no,state,A handful of owners control the plants doing the most damage per unit of power.,high,plausible-from-metadata,EIA-860 mart column names unverified; plant code alignment across the two files assumed.
V2285,cross,fed_epa_egrid_plant_2022|fed_eia860_4_owner,FED_EPA_EGRID_PLANT_2022|FED_EIA860_4_OWNER,energy,Who Owns The Dirtiest Plants,"Network graph linking owners to plants weighted by owned share and colored by the plant's CO2 rate, showing which firms hold the dirtiest slice of the fleet.",network,doe_eia_oris_plant_or_facility_code|plant_code|owner_name|percent_owned|plant_annual_co2_equivalent_total_output_emission_rate_lb_mwh|plant_name,EIA ORIS plant code,yes (2022 eGRID vs 2024 EIA-860),point,Attributing emissions to the firms that own the fractions moves blame from the plant to the boardroom.,high,plausible-from-metadata,"The owner table covers only jointly-owned generators, so wholly-owned dirty plants will be missing entirely; owner names are unnormalized free text."
V2286,cross,fed_fracfocus_registry|fed_epa_sdwa_sdwa_violations_enforcement,FracFocus Registry|SDWA Violations,energy,Fracking intensity and water violations,"County-level scatter of fracking jobs per year against health-based drinking water violations, animated across years.",scatter,operator_name|latitude|longitude|job_end_date|pwsid|is_health_based_ind|contaminant_code,county geography,yes,county,Communities that host drilling may also lose their drinking water quality.,medium,plausible-from-metadata,Geography join at county grain; FracFocus columns unverified; correlation does not establish a contamination path.
V2287,cross,fed_fracfocus_registry|fed_fda_unii_gsrs_substances,FED_FRACFOCUS_REGISTRY|FED_FDA_UNII_GSRS_SUBSTANCES,energy,Frack Chemicals Matched To Substance Registry,Join fracking ingredient chemical identifiers to the FDA substance registry to identify which pumped chemicals are also regulated pharmaceutical or food substances with known toxicity profiles.,ranked bars,cas_number|mass_ingredient|operator_name|unii|display_name|substance_type,CAS RN,yes,county,Chemicals with documented toxicity being pumped under homes is the exposure the disclosure regime was supposed to prevent.,high,plausible-from-metadata,CAS formatting differs between sources and needs normalizing; match rate unverified.
V2288,cross,fed_noaa_storm_events|FED_EIA861_RELIABILITY,NOAA Storm Events|EIA-861 Reliability,energy,Storms explain outages until they do not,Plot each utility's outage minutes against storm-event frequency in its territory. Utilities well above the storm-explained line are failing for other reasons.,scatter,fips|event_type|begin_date_time|utility_id|saidi_with_med|saidi_without_med|state,county FIPS to service territory,yes,state,Utilities blame the weather for outages the weather does not explain.,high,plausible-from-metadata,Territory-to-county mapping is approximate; reliability metric names unverified.
V2289,cross,FED_PHMSA_FLAGGED_INCIDENTS|fed_hud_assisted_housing_projects,PHMSA Pipeline Incidents|HUD Assisted Housing,energy,Pipeline incidents near subsidized homes,"Map significant pipeline incidents within a radius of assisted housing, sized by households and colored by whether there were injuries.",map,latitude|longitude|incident_date|injuries|fatalities|latlon|total_units|address,geographic proximity (no shared id),yes,point,Families with no choice about where they live sit next to the line that ruptured.,medium,plausible-from-metadata,Pipeline mart columns unverified; only 2039 incidents so counts will be small.
V2290,cross,FED_PHMSA_FLAGGED_INCIDENTS|fed_senate_lda_filings,PHMSA pipeline incidents|Senate lobbying,energy,Pipeline incidents and pipeline lobbying,Timeline of significant pipeline incidents and injuries alongside pipeline-sector lobbying spend by year.,timeline,operator name|incident date|injuries|fatalities|commodity|client_name|income|filing_year,operator name (name-match),yes,point,Safety rules stall while the same operators keep rupturing lines near homes.,medium,plausible-from-metadata,Only 2039 incident rows; PHMSA mart column names unverified.
V2291,cross,fed_uscg_nrc_incidents|FED_PHMSA_FLAGGED_INCIDENTS,USCG NRC Incidents|PHMSA Pipeline Incidents,energy,Two incident systems one pipeline,"Compare pipeline-related spill reports in the response-center feed against the formal pipeline incident record, showing events that only appear in one.",timeline,incident_date|material|latitude|longitude|commodity|operator_name,date + location match,yes,point,Events that never reach the official pipeline record are invisible to the people living over the line.,medium,plausible-from-metadata,Both marts are passthroughs; matching by date and location is approximate.
V2292,cross,fed_usgs_orphaned_oil_gas_wells|fed_epa_sdwa_sdwa_pub_water_systems,USGS Orphaned Oil and Gas Wells|SDWA Public Water Systems,energy,Abandoned wells over drinking water,"Map orphaned well density against water systems that draw from groundwater, weighted by population served.",map,latitude|longitude|well_status|pwsid|gw_sw_code|population_served_count|state_code,geographic proximity (no shared id),no,point,Unplugged wells leak into the aquifers that supply people's tap water.,high,plausible-from-metadata,Well file column names unverified; groundwater source flag reliability unknown; geography-only join.
V2293,cross,fed_sam_exclusions|fed_ice_detention_facility_codes,SAM exclusions|ICE facility codes,"enforcement, immigration",Excluded operators still running facilities,Entities on the federal exclusion list whose names match detention facility operators or their parents.,ranked bars with exclusion timelines,entity_name|exclusion_type|activation_date|excluding_agency|detention_facility_name|type_grouped|state,entity name,yes,state,A government barring a company in one hand while paying it to hold people in the other.,medium,plausible-from-metadata,"Facility list gives no operator name, only facility type - the operator link may not exist in metadata."
V2294,cross,fed_naag_multistate_settlements|fed_medsl_president_returns,NAAG multistate AG settlements|MEDSL presidential returns,"enforcement, politics",Which AGs join which fights,"Settlement participation by state and party of the AG's state, over time, showing which states systematically sit out consumer cases.","heatmap grid, states by year",DATERESOLVED|LEADAGS|PARTICIPATINGAGS|DEMPARTICIPATINGSTATE|GOPPARTICIPATINGSTATE|INDUSTRYTYPE|state_abbr|party,STATE,yes,state,"If your state's AG never joins, you never get the restitution cheque.",high,plausible-from-metadata,Participating-AG fields are delimited text lists needing parsing; party fields are the source's own coding.
V2295,cross,fed_epa_air_emissions_poll_rpt_combined_emissions|FED_EPA_FRS_FULL|fed_epa_echo,EPA air emissions reports|EPA facility registry|EPA ECHO,environment,Emissions volume vs enforcement attention,"Facility scatter of reported pollutant mass against inspection count and penalties, flagging high-emission facilities never inspected.",scatter,FRS_ID|pollutant|emissions|year|facility name|frs_id|total_inspection_count|total_penalties|pct_minority,FRS_ID,yes,point,The biggest emitters near the most vulnerable people can go years untouched.,high,plausible-from-metadata,FRS_ID coverage across the three marts is unverified; emissions reporting thresholds vary by program.
V2296,cross,fed_epa_echo|fed_bls_qcew,EPA ECHO Exporter|Quarterly Census of Employment and Wages,environment,Polluter concentration versus local wages,"Scatter of county-level noncompliant-facility density against county average weekly wage, testing whether the worst-polluted counties are also the lowest-paid.",scatter,fips_code|significant_noncompliance_flag|area_fips|annual_avg_weekly_wage|year,FIPS,yes,county,Low-wage counties may be absorbing pollution as the price of the only jobs available.,high,plausible-from-metadata,ECHO is a facility snapshot with no year while QCEW is quarterly; the time alignment is approximate at best.
V2297,cross,fed_epa_echo|fed_cdc_injury_violence_county,EPA ECHO|CDC Injury and Violence County,environment,Non-compliant plants in already-hurt counties,"County map combining the count of facilities in significant non-compliance with county-level health harm rates, highlighting counties carrying both burdens.",map,frs_id|fips_code|significant_noncompliance_flag|pct_minority|geoid|rate|intent,county FIPS,yes,county,The same counties absorb both unchecked pollution and the worst health outcomes.,medium,plausible-from-metadata,"The CDC file measures injury and violence, not pollution-caused illness; correlation is not the mechanism."
V2298,cross,fed_epa_echo|fed_cdc_injury_violence_county|fed_fec_indiv_contributions,EPA ECHO|CDC county injury and violence|FEC contributions,environment,"Pollution burden, health burden, political voice","County grid of facility penalty gaps, health outcome rates, and contribution volume per capita, sorted to find high-burden low-voice counties.",heatmap grid,fips_code|penalty_gap_flag|pct_minority|total_penalties|FIPS|rate|zip_code|transaction_amt,county FIPS,yes,county,The counties least able to fund politics are the ones carrying the most harm.,high,plausible-from-metadata,Three-way county join needs consistent FIPS; the CDC county mart's measure definitions are unverified.
V2299,cross,fed_epa_echo|fed_epa_air_emissions_poll_rpt_combined_emissions,EPA ECHO|EPA Combined Air Emissions,environment,Emissions climb after the last inspection,"For facilities with long inspection gaps, chart reported emissions over the years since last inspection. Rising lines during unwatched years is the pattern.",small multiples,frs_id|date_last_inspection|days_since_last_inspection|total_inspection_count|pollutant|emissions_amount|reporting_year,FRS_ID,yes,national,"Nobody checks, emissions rise, and the people downwind breathe it.",high,plausible-from-metadata,Emissions file column names unverified; self-reported emissions may not respond to inspections at all.
V2300,cross,fed_epa_echo|fed_epa_icis_air_icis_air_formal_actions,EPA ECHO|EPA ICIS-Air Formal Actions,environment,Air violators and what they actually paid,Distribution of penalty amounts per formal air enforcement action against the facility's high-priority-violator flag. Shows how cheap a serious violation is.,distribution,frs_id|registry_id|current_hpv|penalty_amount|settlement_entered_date|enf_type_desc,FRS_ID / registry_id,yes,national,A high-priority violator can settle for less than the cost of fixing the problem.,high,plausible-from-metadata,"Air facility registry identifier to ECHO facility identifier alignment is assumed, not verified."
V2301,cross,fed_epa_echo|fed_epa_tri_basic_2023,EPA ECHO|EPA TRI 2023,environment,Biggest polluters smallest penalties,Scatter total on-site toxic releases against total EPA penalties per facility on a log scale. The high-release zero-penalty cluster is the enforcement hole.,scatter,frs_id|total_penalties|penalty_count|formal_action_count|c_3_frs_id|c_65_on_site_release_total|c_107_total_releases,FRS_ID,yes,point,The neighborhoods eating the most pollution are next to facilities that never pay.,high,plausible-from-metadata,TRI is a single year while ECHO penalties are cumulative; the ratio needs care.
V2302,cross,fed_epa_echo|fed_epa_tri_basic_2023|xc_epa_corporate_crosswalk,EPA ECHO|EPA TRI|EPA Corporate Crosswalk,environment,Pollution rolled up to the parent company,"Use the corporate crosswalk to roll facility releases and penalties up to the ultimate parent, then rank parents by pounds released per dollar of penalty.",ranked bars,frs_id|total_penalties|c_65_on_site_release_total|epa_registry_id|ultimate_parent_lei|parent_legal_name|match_confidence,FRS_ID then LEI,yes,national,One corporate parent can be the largest polluter in the country while every individual plant looks small.,high,plausible-from-metadata,Crosswalk carries a confidence score and a review flag; low-confidence matches will distort parent totals.
V2303,cross,fed_epa_echo|fed_fec_indiv_contributions,EPA ECHO enforcement|FEC contributions,environment,Penalty size vs donor employer,Compare average penalty per violation for facilities whose parent appears as a donor employer versus those that never do.,distribution,facility_name|total_penalties|penalty_count|formal_action_count|employer|transaction_amt|state,company name (name-match),yes,state,Tests whether politically connected polluters pay less per violation.,medium,plausible-from-metadata,Confounded by facility size and program; name match only.
V2304,cross,fed_epa_echo|fed_hud_assisted_housing_projects,EPA ECHO|HUD Assisted Housing Projects,environment,Subsidized housing next to violators,"Map subsidized housing projects within a short radius of facilities in significant non-compliance, sized by number of assisted households.",map,frs_id|latitude|longitude|significant_noncompliance_flag|latlon|total_units|address,geographic proximity (no shared id),no,point,Families placed in federally subsidized housing are placed next to the plants nobody is enforcing against.,high,plausible-from-metadata,Geography-only join; radius choice drives the answer and must be disclosed.
V2305,cross,fed_epa_echo|fed_noaa_storm_events,EPA ECHO Exporter|NOAA NCEI Storm Events Database,environment,Polluting facilities in flood-struck counties,"County map overlaying flood-event frequency with the count of hazardous-waste facilities, highlighting counties where floods repeatedly hit facilities holding toxics.",map,fips_code|has_hazwaste_program|cz_fips|state_fips|event_type,FIPS,yes,county,Floodwater running through a hazardous-waste site carries contamination into people's homes.,high,plausible-from-metadata,Storm events use a zone FIPS that is sometimes a forecast zone not a county; the ECHO fips format must be reconciled first.
V2306,cross,fed_epa_echo|FED_SEC_13F_POSITIONS|xc_epa_corporate_crosswalk,EPA ECHO|SEC 13F Positions|EPA Corporate Crosswalk,environment,Who owns the polluters,"Chain facilities to parent companies to public filers via the crosswalk, then to institutional holders. Network of the biggest asset managers behind the worst penalty gaps.",network,frs_id|penalty_gap_flag|total_penalties|epa_registry_id|parent_cik|cusip|filer_name|value,FRS_ID then CIK then CUSIP,yes,national,"The pollution people live next to is owned, in the end, by a handful of institutions.",high,plausible-from-metadata,Needs a filer-to-security bridge that may not exist in the catalog; crosswalk parent filer id fill rate unverified.
V2307,cross,fed_epa_echo|fed_senate_lda_filings,EPA ECHO|Senate LDA Lobbying Filings,environment,Polluters lobbying while in violation,"Timeline per company of quarters in noncompliance against lobbying spend on environment issues, matched by company name.",timeline,frs_id|facility_name|quarters_with_noncompliance|client_name|issue_area|amount|filing_period,name match (no shared id),yes,national,Companies lobby to loosen the rules they are currently breaking.,medium,plausible-from-metadata,"Name matching between facility operators and lobbying clients is weak; parents lobby, facilities pollute."
V2308,cross,fed_epa_echo|FED_USASPENDING_CONTRACTS_FULL,EPA ECHO enforcement|USASpending contracts,environment,Polluters on the federal payroll,"Rank facilities in significant noncompliance whose operators also hold federal contracts, sized by contract dollars.",ranked bars,facility_name|significant_noncompliance_flag|quarters_with_noncompliance|total_penalties|pct_minority|recipient_name|federal_action_obligation,company name (name-match),yes,point,Federal purchasing power rewards the same firms EPA lists as chronic violators.,high,plausible-from-metadata,Facility-to-contractor name matching is the weak link; there is no shared entity id.
V2309,cross,fed_epa_echo|FED_USASPENDING_CONTRACTS_FULL|xc_epa_corporate_crosswalk,EPA ECHO|USASpending Contracts|EPA Corporate Crosswalk,environment,Polluters on the federal payroll,"Chain facilities to parent companies to federal contract recipients via the crosswalk's unique entity identifier, then plot contract dollars against penalty gap per company.",scatter,frs_id|penalty_gap_flag|total_penalties|epa_registry_id|parent_uei|recipient_uei|federal_action_obligation,FRS_ID then UEI,yes,national,Taxpayers pay companies that are simultaneously escaping penalties for poisoning neighborhoods.,high,plausible-from-metadata,Crosswalk identifier fill rate unverified; a company can have many identifiers.
V2310,cross,fed_epa_egrid_plant_2022|fed_eia860_6_2_enviroequip,FED_EPA_EGRID_PLANT_2022|FED_EIA860_6_2_ENVIROEQUIP,environment,Control Equipment Versus Actual Emissions,"Scatter of a plant's reported emission rate against whether its boilers report existing sulfur and nitrogen controls, testing whether installed controls actually show up in the emissions.",scatter,doe_eia_oris_plant_or_facility_code|plant_annual_so2_total_output_emission_rate_lb_mwh|plant_annual_nox_total_output_emission_rate_lb_mwh|plant_code|sulfur_dioxide_control_existing_strategy_1|nitrogen_oxide_control_existing_strategy_1,EIA ORIS plant code,yes (eGRID 2022 vs EIA-860 2024),point,Controls that exist on paper but do not lower the measured rate mean a community got a promise instead of clean air.,high,plausible-from-metadata,"Join relies on the eGRID ORIS code matching EIA plant_code, which is likely but unverified; the two sources are also different report years."
V2311,cross,fed_epa_frs_frs_facilities|fed_epa_icis_air_icis_air_facilities,FED_EPA_FRS_FRS_FACILITIES|FED_EPA_ICIS_AIR_ICIS_AIR_FACILITIES,environment,Violators On The Full Facility Map,"Map of all regulated facilities with current high-priority-violator sites highlighted, showing violation density against the full industrial backdrop.",map,registry_id|latitude_measure|longitude_measure|current_hpv|facility_name|fac_county|fac_state,registry_id,no,point,Seeing violators against the total facility field shows whether a neighborhood is unlucky or systematically targeted.,high,plausible-from-metadata,registry_id population in the ICIS air table is unverified and FRS lat/lon coverage is unknown.
V2312,cross,fed_epa_ghgrp_facility|fed_epa_frs_frs_facilities,FED_EPA_GHGRP_FACILITY|FED_EPA_FRS_FRS_FACILITIES,environment,Climate Emitters In The Regulated Universe,"Map joining greenhouse gas reporters to the full FRS facility register, showing what share of the biggest emitters also carry other environmental program obligations.",map,frs_id|registry_id|facility_name|parent_company|latitude|longitude|fac_state,FRS registry id,yes (reporting_year),point,A major climate emitter with thin other oversight is a site nobody is checking on any other axis.,medium,plausible-from-metadata,"GHGRP frs_id may be blank or masked on many rows -- classic false-populated-key risk, so count distinct values first."
V2313,cross,fed_epa_icis_air_icis_air_fces_pces|fed_epa_icis_air_icis_air_formal_actions,FED_EPA_ICIS_AIR_ICIS_AIR_FCES_PCES|FED_EPA_ICIS_AIR_ICIS_AIR_FORMAL_ACTIONS,environment,Inspections That Lead Nowhere,"Flow diagram from compliance evaluations through to formal actions with penalties, showing how much of the inspection funnel evaporates before any consequence.",flow/sankey,pgm_sys_id|activity_id|actual_end_date|enf_type_desc|penalty_amount|settlement_entered_date,pgm_sys_id and activity_id,yes (evaluation and settlement dates),national,The width of the drop-off between inspection and penalty is the exact measure of how safe it is to pollute.,high,plausible-from-metadata,"Both tables carry activity_id, but whether the same id actually links an evaluation to its resulting action is unverified."
V2314,cross,fed_epa_icis_air_icis_air_violation_history|fed_epa_icis_fec_icis_fec_epa_inspections,FED_EPA_ICIS_AIR_ICIS_AIR_VIOLATION_HISTORY|FED_EPA_ICIS_FEC_ICIS_FEC_EPA_INSPECTIONS,environment,Air violations found without inspection,"Timeline of air violations against federal inspections in the same state-year, showing whether violations are found by looking or only self-reported.",timeline,pgm_sys_id|state_code|actual_begin_date|hpv_dayzero_date,PGM_SYS_ID,yes,state,Violations only ever self-reported means the true violation count is unknown.,medium,plausible-from-metadata,Overlap of the program system id between the air and cross-program inspection tables is unverified.
V2315,cross,fed_epa_icis_fec_case_facilities|fed_epa_icis_fec_case_enforcement_conclusion_facilities,FED_EPA_ICIS_FEC_CASE_FACILITIES|FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES,environment,Cases opened versus cases concluded,"Flow diagram from case facilities named to case facilities in concluded enforcement, showing attrition between accusation and resolution.",flow/sankey,case_number|facility_uin|registry_id|state_code,CASE_NUMBER,no,state,Facilities that appear in a case but never in a conclusion are the ones that walked.,high,plausible-from-metadata,"Neither table has a date, so this is a static snapshot; the conclusion table may simply be incomplete rather than showing real attrition."
V2316,cross,fed_epa_npdes_npdes_inspections|fed_epa_npdes_npdes_formal_enforcement_actions,FED_EPA_NPDES_NPDES_INSPECTIONS|FED_EPA_NPDES_NPDES_FORMAL_ENFORCEMENT_ACTIONS,environment,Inspections that lead nowhere,"Scatter of inspections per permit against penalty dollars collected per permit, isolating heavily inspected permits that never pay.",scatter,npdes_id|activity_id|fed_penalty_assessed_amt,NPDES_ID,yes,none,Permits inspected constantly and never fined show enforcement that stops before it bites.,high,plausible-from-metadata,NPDES_ID is a permit not a company; penalty nulls versus zeros must be resolved.
V2317,cross,fed_epa_npdes_npdes_qncr_history|fed_epa_npdes_icis_facilities,FED_EPA_NPDES_NPDES_QNCR_HISTORY|FED_EPA_NPDES_ICIS_FACILITIES,environment,Chronic noncompliance mapped,Point map of discharge facilities colored by how many quarters they spent in significant noncompliance.,map,npdes_id|geocode_latitude|geocode_longitude|hlrnc|yearqtr,NPDES_ID,yes,point,Puts chronic water violators on a map next to the neighborhoods downstream.,high,plausible-from-metadata,Coordinate population unverified; the noncompliance code meaning needs confirmation.
V2318,cross,fed_epa_npdes_npdes_qncr_history|fed_epa_npdes_npdes_formal_enforcement_actions,NPDES Quarterly Noncompliance History|NPDES Formal Enforcement,environment,Quarters in noncompliance before anyone acts,"For each facility, count consecutive noncompliant quarters before the first formal enforcement action. The distribution of that lag is the tolerance the agency shows.",distribution,npdes_id|yearqtr|noncompliance_code|activity_id|settlement_entered_date|penalty_amount,NPDES_ID,yes,national,Communities live with years of illegal discharge before anything formal happens.,high,plausible-from-metadata,Quarterly file column names unverified; facilities that never get an action create censored data.
V2319,cross,fed_epa_npdes_npdes_qncr_history|fed_epa_npdes_npdes_naics,FED_EPA_NPDES_NPDES_QNCR_HISTORY|FED_EPA_NPDES_NPDES_NAICS,environment,Which industries never comply,Ranked bars of industry sectors by the share of permit-quarters spent in significant noncompliance.,ranked bars,npdes_id|naics_code|naics_desc|hlrnc,NPDES_ID,yes,national,Identifies whole sectors that operate outside their permits as normal practice.,high,plausible-from-metadata,Permits carry multiple industry codes; the primary indicator flag must be used or sectors double-count.
V2320,cross,fed_epa_rcra_evaluations|fed_epa_rcra_facilities,FED_EPA_RCRA_EVALUATIONS|FED_EPA_RCRA_FACILITIES,environment,Inspection coverage of large generators,"Map of large-quantity waste generators colored by years since last evaluation, showing the biggest unwatched sites.",map,id_number|fed_waste_generator|latitude83|longitude83|evaluation_start_date,ID_NUMBER,yes,point,The largest generators going uninspected is the highest-consequence oversight gap in hazardous waste.,high,plausible-from-metadata,Handler ids may need the activity-location suffix to join correctly; coordinates may be sparse.
V2321,cross,fed_epa_rcra_violations|fed_epa_rcra_enforcements,FED_EPA_RCRA_VIOLATIONS|FED_EPA_RCRA_ENFORCEMENTS,environment,Violations that never draw a penalty,"Dot plot of handlers by violation count against total penalty dollars, isolating high-violation zero-penalty handlers.",dot plot,id_number|violation_type|fmp_amount|enforcement_action_date,ID_NUMBER,yes,none,Handlers with dozens of violations and no fine reveal a regulator that never escalates.,high,plausible-from-metadata,Join needs handler id plus activity location; penalty amounts are text casts.
V2322,cross,fed_epa_sdwa_sdwa_lcr_samples|fed_epa_sdwa_sdwa_geographic_areas,FED_EPA_SDWA_SDWA_LCR_SAMPLES|FED_EPA_SDWA_SDWA_GEOGRAPHIC_AREAS,environment,Lead exposure mapped to places,Map of counties and zips shaded by the worst lead sample from any system serving them.,map,pwsid|sample_measure|contaminant_code|zip_code_served|county_served,PWSID,yes,zip,Turns an abstract system id into the actual streets where the lead is.,high,plausible-from-metadata,Sample measure is uncast; a system serves many zips so attribution is approximate.
