model,column,clock,grain,is_primary,confidence,why,overturned_from,overturn_why,evidence_file
housing__fed_hud_assisted_housing_projects,months_from_movein,not_a_date,unknown,False,high,"try_to_number(...,18,4) - months elapsed since move-in; a duration, not a move-in date.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_hud_assisted_housing_projects/stg_fed_hud_assisted_housing_projects__summaries.sql
housing__fed_hud_data,year,happened,year,True,low,"try_to_number(""YEAR"") in the mart - a NUMBER year attached to a value in a scraped HUD dataset listing. The model carries no description and only 77 rows, so what the year refers to may vary row to row; low confidence.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/housing/housing__fed_hud_data.sql
housing__fed_hud_fha_sf_portfolio_snapshot,endorsement_year,decided,year,True,high,"try_to_number(trim(ENDORSEMENT_YEAR)) - the year FHA endorsed (insured) the loan, i.e. the agency's approval action. A NUMBER year, never date-parse it bare.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_hud_fha_sf_portfolio_snapshot/stg_fed_hud_fha_sf_portfolio_snapshot__loans.sql
housing__fed_hud_fha_sf_portfolio_snapshot,endorsement_month,decided,month,False,high,try_to_number(trim(ENDORSEMENT_MONTH)) - a bare 1-12 month of the same FHA endorsement; needs endorsement_year to be a point in time.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_hud_fha_sf_portfolio_snapshot/stg_fed_hud_fha_sf_portfolio_snapshot__loans.sql
housing__fed_hud_mf_firm_commitments,firm_activity_date,decided,day,True,high,"coalesce(try_to_date(left(raw,10),'YYYY-MM-DD'), try_to_date(raw,'MM/DD/YYYY')) - the day HUD acted on the multifamily firm commitment; census floor 2000-10-02 matches the stated FY2001 start.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_hud_mf_firm_commitments/stg_fed_hud_mf_firm_commitments__commitments.sql
housing__fed_hud_mf_firm_commitments,fiscal_year_at_firm_activity,decided,year,False,high,"try_to_number(fiscal_year_raw) - the federal FISCAL year of the same action. Fiscal years run Oct-Sep, so laying this on a calendar axis shifts rows by up to a quarter.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_hud_mf_firm_commitments/stg_fed_hud_mf_firm_commitments__commitments.sql
housing__fed_hud_mf_section8_contracts,tracs_effective_date,span_start,day,True,high,"try_to_date(left(trim(...),10),'YYYY-MM-DD') - the day the Section 8 contract took effect. The table has no happened/reported column, so the span start is the anchor. Census floor 1900-01-02 says some rows carry a sentinel low date.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_hud_mf_section8_contracts/stg_fed_hud_mf_section8_contracts__contracts.sql
housing__fed_hud_mf_section8_contracts,tracs_overall_expiration_date,span_end,day,False,high,"try_to_date(left(trim(...),10),'YYYY-MM-DD') - the outer end of the contract span. 17,283 of 24,309 rows sit past 2030 (max 2056-02-29): plausible for long HAP contracts, but unverified and worth a value check.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_hud_mf_section8_contracts/stg_fed_hud_mf_section8_contracts__contracts.sql
housing__fed_hud_mf_section8_contracts,tracs_overall_exp_fiscal_year,span_end,year,False,high,"try_to_number(trim(...)) - the federal FISCAL year the overall contract expires; a year NUMBER, offset from the calendar year.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_hud_mf_section8_contracts/stg_fed_hud_mf_section8_contracts__contracts.sql
housing__fed_hud_mf_section8_contracts,tracs_overall_expire_quarter,span_end,quarter,False,medium,trim() TEXT (no cast) - a quarter label for the same expiration. Whether it carries the year alongside the quarter is unverified.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_hud_mf_section8_contracts/stg_fed_hud_mf_section8_contracts__contracts.sql
housing__fed_hud_mf_section8_contracts,tracs_current_expiration_date,span_end,day,False,high,"try_to_date(left(trim(...),10),'YYYY-MM-DD') - the end of the CURRENT contract term, a different span from the overall expiration on the same row.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_hud_mf_section8_contracts/stg_fed_hud_mf_section8_contracts__contracts.sql
housing__fed_hud_mf_section8_contracts,contract_term_months_qty,not_a_date,unknown,False,high,"try_to_number(trim(...)) - the contract length in months; a duration, not a point in time.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_hud_mf_section8_contracts/stg_fed_hud_mf_section8_contracts__contracts.sql
housing__fed_mapping_inequality,year_mapped,happened,year,True,high,"try_to_number(year_mapped) in staging; schema.yml: 'Year the neighborhood was mapped by the HOLC' - the real-world redlining survey (1930s). A NUMBER year, not a date.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_mapping_inequality/schema.yml
historical_records__fed_slavevoyages_intraamerican,yearam,happened,year,True,high,The sibling staging model's codebook comment states 'YEARAM = Year of arrival at port of disembarkation' - the canonical voyage year. In this mart it is a raw uncast landing column.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_slavevoyages_intraamerican/stg_fed_slavevoyages_intraamerican__intra_american_voyages.sql
historical_records__fed_slavevoyages_intraamerican,datedepa,happened,day,False,high,Staging codebook comment: 'DATEDEPA/B/C = day/month/year the voyage began'; this is the DAY component only - the staging model composes C-B-A into a single date.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_slavevoyages_intraamerican/stg_fed_slavevoyages_intraamerican__intra_american_voyages.sql
historical_records__fed_slavevoyages_intraamerican,datedepb,happened,month,False,high,"Per the same codebook comment, the MONTH component of the voyage departure date; useless without datedepa and datedepc.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_slavevoyages_intraamerican/stg_fed_slavevoyages_intraamerican__intra_american_voyages.sql
historical_records__fed_slavevoyages_intraamerican,datedepc,happened,year,False,high,"Per the same codebook comment, the YEAR component of the voyage departure date - the only one of the three that stands alone.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_slavevoyages_intraamerican/stg_fed_slavevoyages_intraamerican__intra_american_voyages.sql
historical_records__fed_slavevoyages_intraamerican,date_buy1,happened,unknown,False,low,"Raw uncast landing column (this mart applies no casts at all); the SlaveVoyages codebook has it as the date slave purchase began, but the stored format and real resolution are unverified with the warehouse down.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/historical_records/historical_records__fed_slavevoyages_intraamerican.sql
historical_records__fed_slavevoyages_intraamerican,date_leftafr,happened,unknown,False,low,"Raw uncast landing column; codebook meaning is the date the vessel left the African coast, but format and resolution are unverified.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/historical_records/historical_records__fed_slavevoyages_intraamerican.sql
historical_records__fed_slavevoyages_intraamerican,date_land1,happened,unknown,False,low,"Raw uncast landing column; codebook meaning is the date of arrival at the first place of landing, format unverified.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/historical_records/historical_records__fed_slavevoyages_intraamerican.sql
historical_records__fed_slavevoyages_intraamerican,date_land2,happened,unknown,False,low,"Raw uncast landing column; date of arrival at the second place of landing per the codebook, format unverified and sparsely populated by nature.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/historical_records/historical_records__fed_slavevoyages_intraamerican.sql
historical_records__fed_slavevoyages_intraamerican,date_land3,happened,unknown,False,low,"Raw uncast landing column; date of arrival at the third place of landing per the codebook, format unverified and sparsely populated.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/historical_records/historical_records__fed_slavevoyages_intraamerican.sql
historical_records__fed_slavevoyages_intraamerican,year5,not_a_date,unknown,False,low,"Raw uncast column; in the SlaveVoyages codebook YEAR5/10/25/100 are imputed period-GROUPING variables (5-year bins derived from the voyage year). A bin label is not a point in time. Labelled guess - values not seen, warehouse down.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/historical_records/historical_records__fed_slavevoyages_intraamerican.sql
historical_records__fed_slavevoyages_intraamerican,year10,not_a_date,unknown,False,low,"Raw uncast column; the codebook's 10-year period bin derived from the voyage year - a grouping label, not a clock. Guess pending value check.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/historical_records/historical_records__fed_slavevoyages_intraamerican.sql
historical_records__fed_slavevoyages_intraamerican,year25,not_a_date,unknown,False,low,"Raw uncast column; the codebook's 25-year period bin derived from the voyage year - a grouping label, not a clock. Guess pending value check.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/historical_records/historical_records__fed_slavevoyages_intraamerican.sql
historical_records__fed_slavevoyages_intraamerican,year100,not_a_date,unknown,False,low,"Raw uncast column; the codebook's 100-year (century) period bin derived from the voyage year - a grouping label, not a clock. Guess pending value check.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/historical_records/historical_records__fed_slavevoyages_intraamerican.sql
regulatory__fed_federal_register_documents,publication_date,reported,day,True,high,"try_to_date(publication_date) in staging - the day the document appeared in the Federal Register. Publication is a reporting clock, and it is the anchor every derived part on this table is built from.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_federal_register_documents/stg_fed_federal_register_documents__federal_register_documents.sql
regulatory__fed_federal_register_documents,effective_on,span_start,day,False,high,"try_to_date(effective_on) - when the rule starts applying, opening its effective period. Legitimately future-dated: the census max 2033-03-07 with 1 far-future row is a long-lead rule, not corruption.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_federal_register_documents/stg_fed_federal_register_documents__federal_register_documents.sql
regulatory__fed_federal_register_documents,publication_year,reported,year,False,high,The mart computes year(publication_date) - a coarsened copy of the publication clock.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/regulatory/regulatory__fed_federal_register_documents.sql
regulatory__fed_federal_register_documents,publication_month,reported,month,False,high,"The mart computes month(publication_date) - a bare 1-12 integer, so it needs publication_year to mean anything.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/regulatory/regulatory__fed_federal_register_documents.sql
regulatory__fed_federal_register_documents,publication_quarter,reported,quarter,False,high,"The mart computes date_trunc('quarter', publication_date) - a real DATE, but only quarter resolution; do not read it as a day.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/regulatory/regulatory__fed_federal_register_documents.sql
regulatory__fed_federal_register_documents,start_page,not_a_date,unknown,False,high,"try_to_number(start_page) in staging - the Federal Register page the document starts on; a page number, not a start time.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_federal_register_documents/stg_fed_federal_register_documents__federal_register_documents.sql
regulatory__fed_federal_register_documents,end_page,not_a_date,unknown,False,high,"try_to_number(end_page) - the page the document ends on; a page number, not an end time.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_federal_register_documents/stg_fed_federal_register_documents__federal_register_documents.sql
regulatory__fed_federal_register_documents,comment_window_days,not_a_date,unknown,False,high,"The mart computes datediff('day', publication_date, comments_close_on) - a duration in days, the same shape as the confirmed days_received_to_company trap.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/regulatory/regulatory__fed_federal_register_documents.sql
regulatory__fed_federal_register_documents,days_until_effective,not_a_date,unknown,False,high,"The mart computes datediff('day', publication_date, effective_on) - a duration in days, not a point in time.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/regulatory/regulatory__fed_federal_register_documents.sql
money__debt_repayment_cliff,country_year_id,not_a_date,unknown,False,high,"The mart builds it as country_code || '_' || data_year - a surrogate primary key string. It contains a year but is an identifier, not a clock.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/money_finance/money__debt_repayment_cliff.sql
money__debt_repayment_cliff,data_year,happened,year,True,high,"try_to_number(substr(year_col,3,4)) unpivoted from the c_2025..c_2032 columns - the year a scheduled debt-service payment falls due. The mart filters to data_year >= 2026, so this entire table sits in the FUTURE: it is a contractual schedule, not a record of payments made.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/money_finance/money__debt_repayment_cliff.sql
money__debt_repayment_cliff,prev_year_total_debt_service_usd,not_a_date,unknown,False,high,lag(total_debt_service_usd) over (partition by country_code order by data_year) - a dollar amount; 'prev_year' only names the window it came from.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/money_finance/money__debt_repayment_cliff.sql
money__debt_repayment_cliff,is_peak_service_year,not_a_date,unknown,False,high,"A boolean built from a max() window - it flags whether this row is the country's peak debt-service year, it is not itself a time value.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/money_finance/money__debt_repayment_cliff.sql
transport__fed_dot_bts,year,happened,year,True,low,"Cast as try_to_number(""YEAR"") in the mart, so it is a plain year number labelling the coverage year of a catalogued BTS TranStats extract; the census recorded no date range at all for this 21-row portal-catalog crawl, so it may well be blank in practice.","clock=happened, grain=year, is_primary=true, confidence=low","The scan shows YEAR is NUMBER with nonnull=0 of 21 rows: 100% NULL. try_to_number(""YEAR"") in the mart returns nothing for any row. A fully empty column cannot be a table's primary clock.",C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/transport/transport__fed_dot_bts.sql
transport__fed_dot_bts,month,not_a_date,month,False,low,"Passed through uncast as ""MONTH"", so it is a bare month component of the same coverage period and cannot place a row on a timeline without the year.","clock=happened, grain=month, is_primary=false, confidence=low","The scan shows MONTH is TEXT with 21 non-null but distinct=1 and raw_min = raw_max = '' -- an empty string on every row. It is not 'a bare month component of the coverage period', it is a dead crawl-schema column.",C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/transport/transport__fed_dot_bts.sql
transport__fed_faa_aircraft_registry,year_mfr,happened,year,False,high,"try_to_number on a 4-digit year string: the year the airframe was manufactured, a real-world event but an attribute of the aircraft rather than of the registration record (staging header notes it is blank on ~22% of rows).",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_faa_aircraft_registry/stg_fed_faa_aircraft_registry__aircraft.sql
transport__fed_faa_aircraft_registry,last_action_date,decided,day,False,medium,"try_to_date with an explicit 'YYYYMMDD' format: the date the FAA last processed an action on the registration record, i.e. the agency acting, though it can also be read as a record-currency stamp.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_faa_aircraft_registry/stg_fed_faa_aircraft_registry__aircraft.sql
transport__fed_faa_aircraft_registry,cert_issue_date,decided,day,True,high,"try_to_date with explicit 'YYYYMMDD': the day the FAA issued this registration certificate, the record's own dated event and the only near-fully-populated day-grain column here.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_faa_aircraft_registry/stg_fed_faa_aircraft_registry__aircraft.sql
transport__fed_faa_aircraft_registry,airworthiness_date,decided,day,False,high,"try_to_date with explicit 'YYYYMMDD': the day the airworthiness certificate was issued; the staging comment records that the 2,325 rows landing in 1970 were checked live on 2026-08-18 and are genuinely old aircraft spread over ~230 distinct days, not sentinel garbage.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_faa_aircraft_registry/stg_fed_faa_aircraft_registry__aircraft.sql
transport__fed_faa_aircraft_registry,expiration_date,span_end,day,False,high,"try_to_date with explicit 'YYYYMMDD': the end of the current registration's validity period, which is why the census counted 64,406 'far future' rows (2027-2033 expiries) — legitimate, not corruption.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_faa_aircraft_registry/stg_fed_faa_aircraft_registry__aircraft.sql
transport__fed_faa_data_portal,update_frequency,not_a_date,unknown,False,high,"Passed through uncast as a varchar: it is a cadence label (e.g. 'Monthly'/'Daily') describing how often the catalogued dataset refreshes, not a point in time.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/transport/transport__fed_faa_data_portal.sql
transport__fed_faa_data_portal,last_updated,ingest,day,False,medium,"try_to_date on a portal-catalog field: this is when the file behind the catalog link was last refreshed on data.faa.gov — file-vintage bookkeeping about what we downloaded, not an event in the world.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/transport/transport__fed_faa_data_portal.sql
transport__fed_faa_registry,year_mfr,happened,year,True,medium,"Passed through as a raw varchar year with no cast, so it escaped the epoch bug that destroyed all four date columns on this table and is the only honest time value left on it — the year the airframe was built.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/transport/transport__fed_faa_registry.sql
transport__fed_faa_registry,last_action_date,decided,day,False,high,"Semantically the FAA's last action on the registration, but the mart calls bare try_to_date on an 8-digit 'YYYYMMDD' string so Snowflake read it as epoch seconds — this is one of the four columns behind the table's 1,199,875 epoch-1970 values and its absurd 1970-08-11..1970-08-24 census range.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/transport/transport__fed_faa_registry.sql
transport__fed_faa_registry,cert_issue_date,decided,day,False,high,"The registration certificate issue date, destroyed by the same bare try_to_date on 'YYYYMMDD' — values in this mart are epoch-collapsed and unusable as landed.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/transport/transport__fed_faa_registry.sql
transport__fed_faa_registry,air_worth_date,decided,day,False,high,"The airworthiness certificate issue date, destroyed by the same bare try_to_date on 'YYYYMMDD'; the live replacement table spells the same field airworthiness_date and casts it correctly.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/transport/transport__fed_faa_registry.sql
transport__fed_faa_registry,expiration_date,span_end,day,False,high,"The end of the registration's validity window, also epoch-collapsed by the bare try_to_date — note the census saw zero far-future rows here precisely because every expiry got crushed into August 1970.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/target/compiled/ripple/models/marts/transport/transport__fed_faa_registry.sql
transport__fed_fra_casualties,incident_year,happened,year,False,high,"try_to_number on a comma-stripped string: the year the casualty occurred, part of the FRA report key alongside railroad code and incident number.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_casualties/stg_fed_fra_casualties__all.sql
transport__fed_fra_casualties,incident_month,happened,month,False,medium,"Uncast varchar sitting between incident_year and incident_day: a bare month-of-year component of the casualty date, not a placeable date on its own.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_casualties/stg_fed_fra_casualties__all.sql
transport__fed_fra_casualties,incident_day,happened,day,False,medium,"Uncast varchar day-of-month component of the casualty date, only meaningful combined with incident_year and incident_month.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_casualties/stg_fed_fra_casualties__all.sql
transport__fed_fra_casualties,date,happened,day,True,high,"try_to_date with an explicit 'MM/DD/YYYY' format — the full calendar date the casualty occurred, and the one column that puts one row (one reported casualty) on a shared timeline.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_casualties/stg_fed_fra_casualties__all.sql
transport__fed_fra_casualties,time,not_a_date,unknown,False,medium,"Kept as an uncast varchar clock-time of day for the incident: real information but no calendar in it, and bare-parsing 'HHMM' style text is exactly the epoch trap.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_casualties/stg_fed_fra_casualties__all.sql
transport__fed_fra_casualties,age_of_person,not_a_date,unknown,False,high,"try_to_number: the age in years of the injured or killed person, an age not a date.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_casualties/stg_fed_fra_casualties__all.sql
transport__fed_fra_casualties,days_away_from_work,not_a_date,unknown,False,high,"try_to_number: a duration in days of lost work, the same class as the confirmed days_received_to_company trap.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_casualties/stg_fed_fra_casualties__all.sql
transport__fed_fra_casualties,days_restricted_activity,not_a_date,unknown,False,high,"try_to_number: a duration in days of restricted activity, not a point in time.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_casualties/stg_fed_fra_casualties__all.sql
transport__fed_fra_casualties,form_57_filed,not_a_date,unknown,False,medium,"Kept as an uncast varchar with no date cast anywhere in the model: on FRA forms this is the indicator/cross-reference that a companion Form 57 was also filed for the same incident, not a filing date.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_casualties/stg_fed_fra_casualties__all.sql
transport__fed_fra_casualties,form_54_filed,not_a_date,unknown,False,medium,"Same pattern as form_57_filed — uncast varchar indicator that a companion Form 54 exists for the incident, not a date.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_casualties/stg_fed_fra_casualties__all.sql
transport__fed_fra_crossing_incidents,report_year,reported,year,False,medium,Uncast varchar sitting with the reporting railroad's identifiers: the FRA reporting year of the filing rather than the year the collision happened.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_crossing_incidents/stg_fed_fra_crossing_incidents__all.sql
transport__fed_fra_crossing_incidents,incident_year,happened,year,False,high,"Uncast varchar year of the grade-crossing collision, part of the report key with railroad code and incident number.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_crossing_incidents/stg_fed_fra_crossing_incidents__all.sql
transport__fed_fra_crossing_incidents,incident_month,happened,month,False,medium,"Uncast varchar month-of-year component of the incident date, paired with incident_year in the report key.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_crossing_incidents/stg_fed_fra_crossing_incidents__all.sql
transport__fed_fra_crossing_incidents,other_incident_year,happened,year,False,medium,"Uncast varchar sitting in the other_railroad_code/other_incident_number block: the same collision's year as carried on the OTHER involved railroad's report key, a cross-reference rather than an independent clock.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_crossing_incidents/stg_fed_fra_crossing_incidents__all.sql
transport__fed_fra_crossing_incidents,other_incident_month,happened,month,False,medium,"Month half of the other railroad's report-key date for the same collision, uncast varchar.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_crossing_incidents/stg_fed_fra_crossing_incidents__all.sql
transport__fed_fra_crossing_incidents,maintenance_incident_year,happened,year,False,medium,Uncast varchar in the maintenance_railroad block: the same collision's year as carried on the track-maintaining railroad's report key.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_crossing_incidents/stg_fed_fra_crossing_incidents__all.sql
transport__fed_fra_crossing_incidents,maintenance_incident_month,happened,month,False,medium,"Month half of the maintaining railroad's report-key date for the same collision, uncast varchar.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_crossing_incidents/stg_fed_fra_crossing_incidents__all.sql
transport__fed_fra_crossing_incidents,date,happened,day,True,high,try_to_date with an explicit 'MM/DD/YYYY' format — the calendar date of the crossing collision and the only full date on the table.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_crossing_incidents/stg_fed_fra_crossing_incidents__all.sql
transport__fed_fra_crossing_incidents,month,happened,month,False,medium,"Uncast varchar month component of the incident date, sitting immediately after the parsed date alongside day/hour/minute/am_pm.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_crossing_incidents/stg_fed_fra_crossing_incidents__all.sql
transport__fed_fra_crossing_incidents,day,happened,day,False,medium,"Uncast varchar day-of-month component of the incident date, part of the same decomposed date block.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_crossing_incidents/stg_fed_fra_crossing_incidents__all.sql
transport__fed_fra_crossing_incidents,time,not_a_date,unknown,False,medium,"Uncast varchar time of day, sitting directly beside hour, minute and am_pm — a clock time with no calendar, dangerous to bare-parse.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_crossing_incidents/stg_fed_fra_crossing_incidents__all.sql
transport__fed_fra_crossing_incidents,user_age,not_a_date,unknown,False,high,"try_to_number: the age of the highway user involved, an age not a date.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_crossing_incidents/stg_fed_fra_crossing_incidents__all.sql
transport__fed_fra_crossing_incidents,form_54_filed,not_a_date,unknown,False,medium,"Uncast varchar indicator that a companion Form 54 equipment-accident report exists for the same event, not a filing date.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_crossing_incidents/stg_fed_fra_crossing_incidents__all.sql
transport__fed_fra_equipment_accidents,year,reported,year,False,medium,"Uncast varchar sandwiched between reporting_railroad_name and accident_number, i.e. the reporting-year element of the FRA report key rather than the accident's own year (which is accident_year).",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_equipment_accidents/stg_fed_fra_equipment_accidents__all.sql
transport__fed_fra_equipment_accidents,accident_year,happened,year,False,high,Uncast varchar year in which the derailment or collision occurred.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_equipment_accidents/stg_fed_fra_equipment_accidents__all.sql
transport__fed_fra_equipment_accidents,accident_month,happened,month,False,medium,"Uncast varchar month-of-year component of the accident date, paired with accident_year.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_equipment_accidents/stg_fed_fra_equipment_accidents__all.sql
transport__fed_fra_equipment_accidents,other_accident_year,happened,year,False,medium,Uncast varchar in the other_railroad block: the same accident's year as it appears on another involved railroad's report key.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_equipment_accidents/stg_fed_fra_equipment_accidents__all.sql
transport__fed_fra_equipment_accidents,other_accident_month,happened,month,False,medium,"Month half of the other railroad's report-key date for the same accident, uncast varchar.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_equipment_accidents/stg_fed_fra_equipment_accidents__all.sql
transport__fed_fra_equipment_accidents,maintenance_accident_year,happened,year,False,medium,Uncast varchar in the maintenance_railroad block: the same accident's year on the track-maintaining railroad's report key.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_equipment_accidents/stg_fed_fra_equipment_accidents__all.sql
transport__fed_fra_equipment_accidents,maintenance_accident_month,happened,month,False,medium,"Month half of the maintaining railroad's report-key date for the same accident, uncast varchar.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_equipment_accidents/stg_fed_fra_equipment_accidents__all.sql
transport__fed_fra_equipment_accidents,day,happened,day,False,medium,"Uncast varchar day-of-month component of the accident date, immediately preceding the parsed date column.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_equipment_accidents/stg_fed_fra_equipment_accidents__all.sql
transport__fed_fra_equipment_accidents,date,happened,day,True,high,"try_to_date with an explicit 'MM/DD/YYYY' format — the calendar date of the equipment accident; note the table repeats one accident per reporting railroad, so counts on this clock double-count multi-railroad events.",,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_equipment_accidents/stg_fed_fra_equipment_accidents__all.sql
transport__fed_fra_equipment_accidents,time,not_a_date,unknown,False,medium,Uncast varchar time of day of the accident: a clock time with no calendar attached.,,,C:/Code/Ripple_v6/library-onboarding/ripple_dbt/models/staging/fed_fra_equipment_accidents/stg_fed_fra_equipment_accidents__all.sql
