id_name,domain,dataset_name,url,access_shape,auth,size_class,confidence,evidence,fragmented,fragmented_exemplars,federal_aggregator,row_count_note,update_cadence_note,license_note,trap_note,critic_verdict,critic_note
Indian Health Service (IHS) Facility / Area / Service Unit Code,Federal Benefits & Safety Net / Veterans,"IHS Facilities Directory (complete facility listing, Excel)",https://www.ihs.gov/locations/,bulk-file,none,small,confirmed,"""Download a complete listing of IHS Facilities"" — Excel file, 296 KB, updated June 15, 2023. Page organizes IHS into ""twelve physical areas"" (Alaska, Albuquerque, Bemidji, Billings, California, Great Plains, Nashville, Navajo, Oklahoma, Phoenix, Portland, and Tucson).",False,,yes,"File is a 296 KB Excel listing — a few hundred facilities across 12 areas, not a large row count.","Listing file noted on page as ""updated June 15, 2023"".",,,upheld,"Confirmed and verified at the file level, not just the landing page. https://www.ihs.gov/locations/ links to /sites/locations/themes/responsive2017/display_objects/documents/ihs_facilities.xlsx. HEAD-checked that URL directly: HTTP 200, Content-Length 296,217 bytes (296KB, exact match to claim), Last-Modified Thu 15 Jun 2023 (exact match), no login/auth cookie wall blocking the download. Twelve-area list (Alaska, Albuquerque, Bemidji, Billings, California, Great Plains, Nashville, Navajo, Oklahoma, Phoenix, Portland, Tucson) confirmed present on the page."
SNAP State Recipient/Case Number,Federal Benefits & Safety Net / Veterans,none found — no federal or state bulk publication of SNAP case/recipient numbers located,https://www.fns.usda.gov/snap/data-research,none-found,none,unknown,not-found,No page loaded a dataset with case/recipient-number-level records; based on general knowledge USDA FNS publishes only aggregate participation statistics and de-identified Quality Control microdata (no case number field retained).,True,,no,,,,"Case/recipient numbers are state-agency-issued identifiers tied directly to individual beneficiaries — this is a structural not-found (privacy-protected identifier), not a failed lookup.",,
WIC Vendor ID,Federal Benefits & Safety Net / Veterans,State WIC agency authorized-vendor lists (no national USDA-aggregated vendor ID list),https://www.cdph.ca.gov/Programs/CFH/DWICSN/Pages/WIC-Vendor-Information.aspx,bulk-file,none,medium,inferred,"Attempted fetch of the California CDPH WIC vendor page this session failed with a TLS certificate error (""unable to verify the first certificate""), so no page content was actually loaded — row is based on prior knowledge that state WIC agencies each publish their own authorized-vendor lists.",True,California WIC (CDPH) authorized vendor list; Texas WIC (HHS) authorized vendor list; Michigan WIC authorized vendor list,no,,,,"USDA FNS does not maintain a single national WIC vendor list; each state WIC agency authorizes and lists its own vendors, some as open/downloadable files.",,
State Unemployment Insurance (UI) Employer Account Number,Federal Benefits & Safety Net / Veterans,"State UI tax agency employer account lookup/registration systems (no federal aggregator; typically login-gated, not bulk)",https://www.twc.texas.gov/programs/unemployment-tax,scrape-only,login,large,inferred,A guessed Texas Workforce Commission subpage (employer-tax-account-number) returned HTTP 404 this session; no page content was loaded to confirm directly.,True,Texas Workforce Commission UI tax account system; California EDD e-Services for Business UI account; Florida DEO Reemployment Tax account,no,,,,"State UI employer account numbers are typically issued and managed through state employer-tax-portal logins (e.g., TWC Unemployment Tax Registration, California EDD e-Services for Business), not bulk-published, per general knowledge — not independently confirmed this session.",,
Railroad Retirement Board (RRB) Claim Number,Federal Benefits & Safety Net / Veterans,"none found — RRB publishes aggregate benefit statistics via Data.gov, not individual claim numbers",https://www.rrb.gov,none-found,none,unknown,not-found,"RRB home page, loaded live this session, references ""Data.gov"" and ""RRB @ Data.gov"" in its footer as external open-data resources, with no in-page discussion of individual claim-level data.",False,,na,,,,"RRB claim numbers are SSN-derived individual beneficiary identifiers (structurally similar to SSA claim numbers) — PII, never published in bulk; RRB's own open-data links point to Data.gov aggregate statistical tables only.",,
IRS Preparer Tax Identification Number (PTIN),Federal Benefits & Safety Net / Veterans,IRS Directory of Federal Tax Return Preparers with Credentials and Select Qualifications (search-only; no confirmed current bulk PTIN directory),https://irs.treasury.gov/rpo/rpo.jsf,foia-only,none,large,inferred,"Live fetch of irs.gov/tax-professionals this session found no mention of a PTIN directory/database (""the page does not mention a PTIN directory or Return Preparer public database""); live fetch of projects.propublica.org/datastore this session found ""the Data Store Archive page lists numerous datasets... but does not include a bulk PTIN directory or tax preparer dataset.""",False,,yes,,,,"Checked two live pages this session; neither shows a current bulk PTIN download. Historically a ~700k-record PTIN list was released via FOIA to journalists (pre-2015), but no active public bulk source was confirmed this session; irs.treasury.gov/rpo/rpo.jsf itself timed out on fetch.",,
ORCID iD,"Science, Research Grants & Research Integrity",ORCID Public Data File (annual full-registry dump),https://info.orcid.org/documentation/integration-guide/working-with-bulk-data/,bulk-file,none,large,confirmed,"""the public information associated with each user's ORCID record"" — annual tar.gz files 2013-2025, CC0 license, distributed via Figshare DOIs",False,,,,Annual full-file release (2013-2025 editions listed),CC0 license per orcid.org site terms,XML records split into folders by last 3 digits of the ORCID iD; separate conversion library needed for JSON,upheld,"Confirmed on page: annual public data files hosted on Figshare via DOI links (e.g. 10.23640/07243.30375589.v1 for 2025), CC0-licensed, XML format from 2018 onward (JSON+XML for 2013-2017 files). No auth needed to download. Claim holds."
ROR ID (Research Organization Registry),"Science, Research Grants & Research Integrity",ROR Data Dump (Research Organization Registry),https://ror.readme.io/docs/data-dump,bulk-file,none,medium,confirmed,"""download ROR datasets from Zenodo programmatically"" — dataset at https://doi.org/10.5281/zenodo.6347574, JSON primary / CSV convenience formats, Schema 2.0+ as of release 2.0",False,,,,"""New releases typically occur monthly""",Creative Commons CC0 1.0 Universal Public Domain Dedication,"Schema changed at v2.0 (Dec 2025) — pre-2.0 vs 2.0+ schema fields differ, old Figshare archive predates Sept 2021 cutover to Zenodo",upheld,"Confirmed: registry freely available on Zenodo at doi.org/10.5281/zenodo.6347574, CC0 license, JSON (all releases) and CSV (from release 1.21+) formats. No auth mentioned. Claim holds."
OpenAlex IDs (Work / Author / Institution / Funder / Source),"Science, Research Grants & Research Integrity",OpenAlex snapshot + REST API,https://developers.openalex.org/,bulk-file,none,large,confirmed,"""works, authors, sources, institutions, topics, publishers, and funders"" — full snapshot free quarterly, CC0 license, ""hundreds of millions of records and billions of connections""",False,,,,Snapshot free quarterly; monthly snapshot requires paid plan,CC0 license,Programmatic API access described as needing a free API key (mandatory) even though the CC0 snapshot bulk file itself needs no auth,upheld,"The full database snapshot is confirmed free, CC0-licensed, updated quarterly, no auth needed to download -- matches claimed bulk-file/none. Caveat worth flagging: the REST API side of this same page now says 'It's free but requires an API key (also free)' -- OpenAlex has since added a mandatory (though free) key for API queries. That doesn't break the bulk-file claim, but if Ripple planned to hit the live API rather than pull the snapshot, budget for the free-key signup."
PMID (PubMed Unique Identifier),"Science, Research Grants & Research Integrity",PubMed Baseline / Update Files (MEDLINE XML),https://pubmed.ncbi.nlm.nih.gov/download/,bulk-file,none,large,confirmed,"""a complete snapshot of PubMed data"" in XML, released annually via FTP, supplemented by daily update files; ""downloading data from our FTP servers"" requires accepting README Terms and Conditions",False,,,,Annual baseline + daily update files,,,upheld,"Confirmed: annual XML baseline plus daily update files via FTP, binary mode required. No login/auth needed, but downloading is conditioned on accepting the README Terms and Conditions (this was already flagged by the first pass, not a new catch). Claim holds."
PMCID (PubMed Central ID),"Science, Research Grants & Research Integrity",PMC Open Access Subset (bulk FTP/Cloud Service) + PMC-ids.csv.gz crosswalk,https://pmc.ncbi.nlm.nih.gov/tools/openftlist/,bulk-file,none,large,confirmed,"""XML or plain text format files for 100,000s of articles per package""; ""Systematic retrieval (or bulk retrieval) of articles through any other automated process is prohibited"" — only Cloud Service, FTP Service, OAI-PMH, E-Utilities permitted",False,,,,,License varies per article (commercial-use / non-commercial-only / other groupings),"PMID-to-PMCID mapping lives in a separate top-level file (PMC-ids.csv.gz), not embedded per-article; legacy FTP path is being folded into an AWS-based PMC Cloud Service",upheld,"Confirmed verbatim: 'Systematic retrieval (or bulk retrieval) of articles through any other automated process is prohibited' -- only PMC Cloud Service, FTP Service, OAI-PMH, E-Utilities, and BioC API are sanctioned, with bulk FTP packages holding '100,000s of articles per package.' Matches claim exactly."
ISNI (International Standard Name Identifier),"Science, Research Grants & Research Integrity",ISNI Registry (public search + members-only bulk data),https://isni.org/,scrape-only,none,large,inferred,,False,,,,,,isni.org and isni.org/page/data-download/ both returned HTTP 403 to the fetch tool this session; ISNI is generally known to gate full bulk extracts behind ISNI member/agency licensing while the public site offers search/resolve only — could not confirm on-page this session,,
DOI (Digital Object Identifier) for the underlying publication,"Science, Research Grants & Research Integrity",Crossref REST API (DOI metadata),https://www.crossref.org/documentation/retrieve-metadata/rest-api/,api-open,none,large,confirmed,"""api.crossref.org"" — publicly available, no sign-up required; ""dozens of thousands of members from all around the world"" across 167 countries, JSON output, ""polite pool"" via mailto param",False,,,,,"""Almost none of the metadata is subject to copyright""",Complementary bulk public data file/snapshot referenced on-page but details (volume/frequency) not shown in this fetch; DataCite is the parallel registry for non-Crossref DOIs (not covered here),upheld,Confirmed: 'No sign-up is required to use the REST API'; polite pool via mailto param demonstrated with example query. Claim holds.
Retraction Watch Database record,"Science, Research Grants & Research Integrity",Retraction Watch Database (now hosted by Crossref),https://www.crossref.org/blog/news-crossref-and-retraction-watch/,bulk-file,none,medium,confirmed,"""a git repository at https://gitlab.com/crossref/retraction-watch-data"" — CSV download, combined database ~50,000 retraction records (~43,000 from Retraction Watch + ~14,000 pre-existing Crossref records, some overlap), transferred Sept 2023",False,,,"~50,000 retraction records combined",,,Also surfaced live via Crossref Labs API on the /works/ route for a given DOI when a retraction exists,upheld,"Confirmed: Crossref/Retraction Watch blog post states transfer happened Sept 12, 2023, combined dataset ~50,000 records (~43,000 from Retraction Watch + ~14,000 pre-existing Crossref), and 'The full dataset is available in a git repository at gitlab.com/crossref/retraction-watch-data' (that repo does exist and is live, described as 'Daily updates to Retraction Watch data'). Could not fully verify current file format (CSV vs. other) from the repo listing alone, but existence and access shape are confirmed."
NIH Grant/Project Number (incl. Core Project Number),"Science, Research Grants & Research Integrity",NIH RePORTER API (Project Search),https://api.reporter.nih.gov/,api-open,none,large,confirmed,"Exposed fields include ""project number, core project number, application ID, serial number""; JSON in/out, no auth requirement documented, ""no more than one URL request per second"" recommended; pagination capped at offset 14,999 (projects) / 9,999 (publications)",False,,,,,,"Offset cap of 14,999 truncates deep pagination on large project queries — must page by fiscal-year/agency filters to get full coverage; PI eRA Commons ID not listed among exposed fields (see separate row)",upheld,"Confirmed: no authentication requirement documented; recommended throttling of 1 request/second; pagination offset caps of 14,999 (projects) and 9,999 (publications) both confirmed verbatim. Claim holds."
Federal Award ID Number (FAIN),"Science, Research Grants & Research Integrity",USAspending.gov Assistance Award Data (API + bulk download),https://api.usaspending.gov/docs/endpoints,bulk-file,none,large,confirmed,"""/api/v2/download/assistance/"" ""returns a zipped file containing Assistance data""; ""Endpoints do not currently require any authorization""",False,,,,,,"This specific docs page did not name the FAIN field explicitly in the fetched excerpt (FAIN is the standard DATA Act unique identifier for financial-assistance/grant awards in USAspending's schema, per general federal spending data-dictionary knowledge, not directly re-confirmed word-for-word on this page)",upheld,Confirmed: page states 'Endpoints do not currently require any authorization' and the /api/v2/download/assistance/ endpoint 'Returns a zipped file containing Assistance data.' Claim holds.
NSF Award Number,"Science, Research Grants & Research Integrity",NSF Award Search API,https://resources.research.gov/common/webapi/awardapisearch-v1.htm,api-open,none,medium,confirmed,"Fields include ""pdPIName, piEmail, piFirstName, piLastName""; output formats ""XML, JSON, JSONP""; ""No authentication is needed"" at http://api.nsf.gov/services/v1/awards_",False,,,,,,"Results capped at 25/page with a hard ceiling of 3,000 total results per query — a sorted-cap truncation trap for any bulk pull needing more than 3,000 matching awards",upheld,"Confirmed: fields pdPIName/piEmail/piFirstName/piLastName etc. present, XML/JSON/JSONP output formats confirmed, no auth requirement mentioned on the docs page. Separately checked -- no deprecation or migration notice found, API appears live and current. Claim holds."
eRA Commons ID (Person ID),"Science, Research Grants & Research Integrity",eRA Commons account identifier (internal NIH grants system login),https://api.reporter.nih.gov/,none-found,login,unknown,confirmed,"NIH RePORTER API field documentation lists PI names/org fields but ""the documentation does not mention exposing PI eRA Commons IDs"" as a returned field",False,,,,,,"Classic masked/absent-ID pattern (consistent with the NPPES EIN / FCC ULS EIN trap noted elsewhere in this platform): the ID is real and used internally for every NIH PI, but the public RePORTER dataset exposes PI name, not the eRA Commons ID itself",,
HHS Office of Research Integrity (ORI) Misconduct Findings,"Science, Research Grants & Research Integrity",ORI Case Summaries (research misconduct findings),https://ori.hhs.gov/case_summary,scrape-only,none,small,confirmed,"""The list only includes those who CURRENTLY have an imposed administrative actions against them""; cases organized by year closed, back to ""2008 and Older""",False,,,,,,"Page states the list excludes individuals whose administrative-action period has expired — this is NOT a complete historical registry of all findings, only currently-active-restriction cases; a separate ""PHS Administrative Action Bulletin Board"" (HTML/PDF/RSS/CSV) was referenced but not directly loaded this session",upheld,"Confirmed near-verbatim: 'The list only includes those who CURRENTLY have an imposed administrative actions against them,' cases organized chronologically back through 2008 and older, browse-only with no bulk download offered. Matches claimed scrape-only/none. Claim holds."
Federalwide Assurance (FWA) Number / IRB Organization (IORG) Number,"Science, Research Grants & Research Integrity",OHRP Assurance/IORG/IRB Search Database,https://ohrp.cit.nih.gov/search/search.aspx,scrape-only,none,medium,confirmed,"""a dedicated FWAs tab for searching approved Federalwide Assurances, accessible alongside searches for IORGs, IRBs, and recently received documents""",False,,,,,,No bulk export mentioned on-page — appears to be search-interface only; a related public.ohrp.cit.nih.gov hostname failed to resolve this session,upheld,"Confirmed: dedicated tabs exist for IORG, IRB, and FWA searches on this OHRP database page, no authentication requirement indicated. Claim holds."
NASA Award/Grant Number (NSPIRES),"Science, Research Grants & Research Integrity",NASA NSPIRES (Solicitation and Proposal Integrated Review and Evaluation System),https://nspires.nasaprs.com/external/,scrape-only,none,medium,confirmed,"Solicitation identifiers shown include ""NNH25ZDA001N-INNOVATE"", ""NNH26ZTR001N-26ESI_B2""; ""The full text of the Solicitation Announcements and information about selected proposals, if available, can be viewed and downloaded""",False,,,,,,"IDs surfaced on the public page are solicitation/NOI numbers, not necessarily the final award/grant numbers issued after selection; proposal submission requires SAM + NSPIRES account registration (login), public browsing does not",upheld,"Confirmed: solicitation identifiers like NNH25ZDA001N-* are listed and browsable; 'The full text of the Solicitation Announcements and information about selected proposals, if available, can be viewed and downloaded' is present. Login (NASA registration) is only required to submit/manage proposals, not to view solicitations -- consistent with the claimed scrape-only/no-auth shape."
arXiv ID,"Science, Research Grants & Research Integrity",arXiv bulk metadata + full text (S3 / Kaggle / OAI-PMH),https://info.arxiv.org/help/bulk_data/index.html,bulk-file,none,large,confirmed,"Access methods listed: ""arXiv API"", ""DataCite API"", ""Kaggle dataset"" for metadata; ""AWS S3 for PDF and/or (La)TeX source files""; ""we do not require that commercial projects sign an MOU""",False,,,,,,,upheld,"Confirmed: arXiv API, DataCite API, and Kaggle dataset are all free, no-auth bulk metadata routes, and 'we do not require that commercial projects sign an MOU' is verbatim on the page. One caveat worth flagging: the AWS S3 route (for full PDF/LaTeX source, not needed just for the ID itself) is explicitly a 'requester pays' bucket -- 'the downloader pays Amazon for the download based on bandwidth used.' That's a real cost gate on the full-text corpus, though it doesn't touch the free bulk metadata/ID access the row is about."
Semantic Scholar Author/Corpus ID (S2AG),"Science, Research Grants & Research Integrity",Semantic Scholar Academic Graph (S2AG) API + bulk datasets,https://www.semanticscholar.org/product/api,bulk-file,free-key,large,confirmed,"""214 million papers"", ""2.49 billion citations"", ""79 million authors""; free downloadable datasets include ""Semantic Scholar Academic Graph Dataset (S2AG)""; unauthenticated calls rate-limited to shared pool, some endpoints require an emailed API key",False,,,214M papers / 79M authors,,,,upheld,"Confirmed: stats (214M papers, 2.49B citations, 79M authors) match; and confirmed on the datasets tutorial page that obtaining bulk S2AG dataset download links 'requires the use of a Semantic Scholar API key' while general graph-search endpoints only make keys optional/recommended. This matches the claimed bulk-file/free-key shape exactly."
DOE Office of Scientific and Technical Information (OSTI) ID,"Science, Research Grants & Research Integrity",OSTI.GOV Records API,https://www.osti.gov/api/v1/docs,api-open,none,large,confirmed,"""GET /records"" and ""GET /records/{osti_id}""; results in ""JSON (default), XML, and BibTeX""; ""No authentication is required""",False,,,,,,"""the API has methods for querying data only"" — no direct full-database bulk export, must paginate via search parameters (default 20 rows/page, X-Total-Count header for total)",upheld,"Confirmed: GET /records and /records/{osti_id} endpoints exist, JSON (default)/XML/BibTeX output confirmed, no authentication requirement mentioned in the docs. Claim holds."
NIH eRA Institution Profile File (IPF) Number,"Science, Research Grants & Research Integrity",eRA Commons Institution Profile (IPF) — internal NIH institutional registration identifier,https://era.nih.gov/,none-found,login,unknown,not-found,,False,,,,,,Checked era.nih.gov/register-accounts/register-commons.htm and .../ipf-overview.htm — both 404'd this session; no dedicated public dataset or search tool for IPF numbers found. The identifier is real (assigned to every institution doing NIH business) but appears to live only inside the internal eRA Commons registration system,,
USDA APHIS Animal Welfare Act Research Facility Registration/Certificate Number,"Science, Research Grants & Research Integrity",USDA APHIS Animal Welfare Act licensing/registration and inspection reports,https://www.aphis.usda.gov/animal-welfare,scrape-only,none,small,inferred,,False,,,,,,"Three direct fetch attempts (aphis.my.site.com PublicSearchTool, aphis.usda.gov awa-inspection-annual-reports, aphis.usda.gov/animal-welfare/downloads) all timed out or returned 403 this session; based on general knowledge APHIS publishes AWA inspection reports as scanned/PDF documents via a Salesforce-hosted public search tool, a known PDF-only scrape pattern — not independently confirmed on-page this session",,
ADS Bibcode (NASA Astrophysics Data System),"Science, Research Grants & Research Integrity",NASA ADS API,https://github.com/adsabs/adsabs-dev-api,api-key,free-key,large,confirmed,"""Authorization: Bearer <token>"" required against endpoints like ""https://api.adsabs.harvard.edu/v1/search/query""; users must ""create an ADS account... Push the 'Generate a new key' button""; example daily allowance ""5,000 queries daily""",False,,,,,,,,
NSF ID (person identifier),"Science, Research Grants & Research Integrity",NSF ID — internal Research.gov/FastLane person identifier,https://resources.research.gov/common/webapi/awardapisearch-v1.htm,none-found,login,unknown,not-found,"The public NSF Award Search API's documented PI-related fields are ""pdPIName, piEmail, piFirstName, piLastName"" — no NSF ID field listed",False,,,,,,"Same pattern as eRA Commons ID: a real internal identifier (used for PI/co-PI login and biosketch linkage) that is not exposed in the public award dataset, which carries names only",,
CIRM Grant/Award Number (California Institute for Regenerative Medicine),"Science, Research Grants & Research Integrity",CIRM Awards Database,https://www.cirm.ca.gov/our-progress/awards,scrape-only,none,small,confirmed,"Filterable table by Institution/Researcher/Grant Type/Title/Award Value; ""1,583 total awards"" (303 active, 1,269 closed, 11 pre-active) across 32 result pages",False,,,"1,583 total awards",,,"No explicit bulk export/download link surfaced on-page — appears to be a paginated searchable web table only (""View Funded Institutions""/""View Funded Investigators"" links exist but export format unconfirmed)",upheld,"Confirmed: filterable table by Institution/Grant Type/etc., counts match exactly (303 active + 1,269 closed + 11 pre-active = 1,583 total), paginated '1 2 3 ... 32 Next' with no CSV/bulk export mentioned anywhere on the page. Matches claimed scrape-only shape."
RRID (Research Resource Identifier),"Science, Research Grants & Research Integrity",RRID Portal / SciCrunch Resource Identification,https://www.rrids.org/,scrape-only,none,medium,confirmed,"""ID numbers assigned to help researchers cite key resources (antibodies, model organisms and software projects) in the biomedical literature to improve transparency of research methods""; primary search interface at rrid.site",False,,,,,,Page did not surface bulk-download or API details; scicrunch.org/resources returned 403 this session so the underlying SciCrunch API/bulk options were not independently confirmed,upheld,"Confirmed the site is live and functional (not parked/dead), quoted purpose text matches closely, and the primary search interface at rrid.site is referenced as claimed. Matches scrape-only shape."
OLAW Animal Welfare Assurance Number,"Science, Research Grants & Research Integrity",OLAW Assured Institutions Look Up Tool,https://grants.nih.gov/policy-and-compliance/policy-topics/animal-welfare,scrape-only,none,small,confirmed,"Page references an ""Assured Institutions Look Up Tool"" under the Animal Welfare Assurance section",False,,,,,,"OLAW's legacy olaw.nih.gov domain now 301-redirects into the grants.nih.gov policy pages; the Look Up Tool itself was referenced but not directly loaded this session, so field-level detail (bulk export, exact Assurance number format) is unconfirmed",upheld,"Confirmed: page references an 'Assured Institutions Look Up Tool' under the Animal Welfare Assurance section, with a direct sub-URL. Matches claim."
Grants.gov Funding Opportunity Number,"Science, Research Grants & Research Integrity",Grants.gov Database XML Extract,https://www.grants.gov/xml-extract,bulk-file,none,medium,confirmed,"""Once a day, the Grants.gov database of grants is exported to an XML file""; current extracts dated July 30 - August 5, 2026, each ~77.8-77.9 MB, ZIP-compressed, hosted on S3",False,,,,Daily export,,,upheld,"Confirmed nearly verbatim: 'Once a day, the Grants.gov database of grants is exported to an XML file,' recent extracts (Aug 3-5, 2026) sized 77.9 MB, matching the claimed date range and file sizes almost exactly. No login barrier visible on the download table itself. Claim holds."
DOI Grant/Funder IDs (Crossref Funder Registry / Grant Linking System),"Science, Research Grants & Research Integrity",Crossref Open Funder Registry (Funder IDs) + Funders API,https://www.crossref.org/services/funder-registry/,bulk-file,none,medium,confirmed,"""freely-downloadable RDF file"" via GitLab, plus "".csv file of the latest registry""; CC0-licensed; api.crossref.org/funders shows ""total results"": 45,700, IDs like ""100000001"" mapped to https://doi.org/10.13039/[ID]",False,,,"45,700 total funder records","""updated around every 4-6 weeks with new and updated funder records""",CC0-licensed,,upheld,"Confirmed all three claimed elements verbatim: 'freely-downloadable RDF file' via gitlab.com/crossref/open_funder_registry, a downloadable .csv of the latest registry, and CC0 licensing. Claim holds."
NASA Technical Reports Server (NTRS) ID,"Science, Research Grants & Research Integrity",NASA Technical Reports Server (NTRS),https://ntrs.nasa.gov/,scrape-only,none,large,confirmed,"""access to NASA metadata records, full-text online documents, images, and videos""; two tiers — public content free, ""registered content"" requires NASA Launchpad credentials",False,,,,,,"Dedicated API docs URLs (ntrs.nasa.gov/api, ntrs.nasa.gov/api/docs/) both 404'd this session, so a documented public API/bulk-export path was not directly confirmed even though NTRS is generally known to expose one",upheld,"Confirmed the exact two-tier structure claimed: public STI content is openly searchable/browsable, while 'Registered content...is available to NASA civil servants, contractors, and grantees' and requires a NASA Launchpad password via NAMS. No bulk download or API mentioned on the homepage -- consistent with scrape-only for the public tier. Claim holds."
OSF (Open Science Framework) Registration ID/DOI,"Science, Research Grants & Research Integrity",OSF API v2 (Registrations endpoint),https://api.osf.io/v2/,api-open,none,medium,confirmed,"Root endpoint returns API version ""2.20"" and a links section pointing to ""nodes, users, collections, and registrations""; registrations resource live at https://api.osf.io/v2/registrations/",False,,,,,,OAuth needed for private/write operations; public registration reads appear open per the root response,upheld,"Confirmed: root endpoint returns version '2.20', links to nodes/users/collections/registrations/institutions/etc., and 'current_user': null with no login required to hit the root or registrations endpoint. Claim holds."
dbGaP Study Accession Number,"Science, Research Grants & Research Integrity",database of Genotypes and Phenotypes (dbGaP),https://dbgap.ncbi.nlm.nih.gov/home,scrape-only,login,small,confirmed,"""archive[s] and distribute[s] the data and results from studies that have investigated the interaction of genotype and phenotype in humans""; accession format ""phs"" + number (e.g. phs000001); ""currently hosts 3.4K released studies with 8.1M participants""",False,,,"3.4K released studies, 8.1M participants",,,"Study-level accession metadata and designated public files are open, but most actual genotype/phenotype data is Controlled Access, requiring registration, an approved Data Access Request, and a Genomic Data User Code of Conduct",downgraded,"The first-pass evidence quoted dbGaP's mission statement ('archive and distribute the data and results from studies...') and the public stat counters (3.4K studies, 8.1M participants) to back a 'bulk-file, auth: none' call -- but that's describing the ID/metadata surface, not what dbGaP actually gates. I checked the dbGaP login/access page directly: 'To log in and request access to controlled-access datasets you must have an eRA Commons account,' and access to the actual genotype/phenotype data goes through a Data Access Committee (DAC) review-and-approval process, not a simple login. Only a subset of summary-level 'Public Files' and the study search/metadata (including the accession numbers themselves, e.g. phs000001) are free without an account. So for the substantive dataset this row is nominally about, 'no auth' is wrong -- it's approval-gated controlled access. The bare accession-number/metadata layer is closer to scrape-only/browse, and I found no evidence of a single no-auth bulk file listing all accessions."
GLEIF Level 2 Relationship Data (direct/ultimate parent LEI),International & Cross-Border Identifiers,GLEIF Level 2 Relationship Data (direct/ultimate parent LEI relationships) — Relationship Record API + Golden Copy file,https://api.gleif.org/api/v1/lei-records/{lei}/ultimate-parent-relationship ; bulk file at https://www.gleif.org/en/lei-data/gleif-golden-copy/download-the-golden-copy,api-open,none,large,confirmed,"Live API call returned a real relationship record: ""type"":""IS_ULTIMATELY_CONSOLIDATED_BY"", status ACTIVE; golden-copy page: ""The Level 2 RR-CDF Golden Copy File contains the Level 2 data to answer the question of 'who owns whom'""",False,,,,,,"Many LEI registrants file a 'Level 2 Reporting Exception' instead of a real parent LEI (legally allowed non-disclosure) — page names a dedicated ""Level 2 Reporting Exceptions Golden Copy File"", so a missing parent relationship does not mean no parent exists.",upheld,"Live-tested the API myself with a real LEI (529900T8BM49AURSDO55, GLEIF's own record) and got a genuine 200 JSON response, no key/header needed: relationship.type = ""IS_ULTIMATELY_CONSOLIDATED_BY"", status = ""ACTIVE"", corroborationLevel FULLY_CORROBORATED. (My first attempt with a made-up LEI 404'd, which just means that LEI doesn't exist -- not an access problem.) Golden Copy page also confirmed: a 'Level 2 Relationship Record (RR) CDF Golden Copy File' is listed for download alongside Level 1 and Level-2-Reporting-Exceptions files, no login mentioned. Claim holds."
MIC (Market Identifier Code),International & Cross-Border Identifiers,ISO 10383 Market Identifier Codes (MIC) Registry,https://www.iso20022.org/market-identifier-codes,bulk-file,none,small,confirmed,"""Download the latest list of Market Identifier Codes"" with direct file link https://www.iso20022.org/sites/default/files/ISO10383_MIC/ISO10383_MIC.xlsx, also offered as PDF/CSV/XML+XSD",False,,,,,,,upheld,"Page confirms xlsx/pdf/csv/xml+xsd downloads with the exact link https://www.iso20022.org/sites/default/files/ISO10383_MIC/ISO10383_MIC.xlsx, no login/registration required. Matches quoted evidence exactly."
SIREN / SIRET (France),International & Cross-Border Identifiers,"Base Sirene des entreprises et de leurs établissements (SIREN, SIRET)",https://www.data.gouv.fr/fr/datasets/base-sirene-des-entreprises-et-de-leurs-etablissements-siren-siret/,bulk-file,none,large,confirmed,"""Base Sirene des entreprises et de leurs établissements (SIREN, SIRET)"" — six monthly stock files, ZIP/Parquet, 113.5 MB to 2.7 GB compressed",False,,,,,"""Licence Ouverte / Open Licence version 2.0""","Dataset contains personal data subject to GDPR/French law — individual entrepreneurs can request non-diffusion, so some SIREN/SIRET records are legally suppressed from the open file.",upheld,"data.gouv.fr page lists ~12 main data files (stock + historicized, legal units + establishments) each in ZIP and Parquet, sizes 113.5MB-2.7GB, plus 12 documentation files. No registration/login required to download; page notes stable URLs exist for automation. Matches claim."
GIIN (FATCA Global Intermediary Identification Number),International & Cross-Border Identifiers,FATCA Foreign Financial Institution (FFI) List (IRS),https://www.irs.gov/businesses/corporations/fatca-foreign-financial-institution-list-search-and-download-tool,bulk-file,none,large,confirmed,"""A monthly published list of financial institutions registered, accepted, and issued a Global Intermediary Identification Number (GIIN) in accordance with FATCA regulations."" — ""can download the entire list...or search for a particular one by its legal name, GIIN, or country""",False,,,,monthly published,,,upheld,"IRS page confirms the FFI list is monthly-published and the tool lets you 'download the entire list' or search by name/GIIN/country, no login mentioned. Text matches first pass verbatim."
